id,title,popularity,release_date
14358,Mad Hot Ballroom,7.727e-01,2005-05-13
1430,Bowling for Columbine,1.141e+01,2002-10-09
11065,O,4.147e+00,2001-08-31
14544,Roll Bounce,2.596e+00,2005-09-23
25520,The House of Mirth,3.008e+00,2000-09-23
25793,Precious,1.866e+01,2009-11-06
14757,Osama,1.448e+00,2003-05-20
46415,Neal 'n' Nikki,2.851e-01,2005-12-09
78814,We Have Your Husband,1.020e-01,2011-11-12
11156,Coco Before Chanel,8.427e+00,2009-04-22
11351,Jeepers Creepers 2,1.905e+01,2003-08-08
49081,The Rocket: The Legend of Rocket Richard,9.835e-01,2005-10-25
1550,Pieces of April,4.271e+00,2003-01-19
46146,Troll Hunter,1.298e+01,2010-10-29
9303,Bound,1.536e+01,1996-09-13
10765,Private Benjamin,1.219e+01,1980-10-06
45881,The Bridge of San Luis Rey,5.157e-01,2004-01-01
9659,Mad Max,3.314e+01,1979-04-12
22803,Law Abiding Citizen,4.959e+01,2009-10-15
13827,Surfer Dude,2.405e+00,2008-09-05
91314,Transformers: Age of Extinction,1.168e+02,2014-06-25
347126,God's Not Dead 2,6.969e+00,2016-04-01
23685,Monkeybone,8.098e+00,2001-02-23
8675,Orgazmo,5.065e+00,1997-09-06
9641,Cheaper by the Dozen 2,1.883e+01,2005-12-21
12657,Soul Plane,9.400e+00,2004-05-28
5971,We're No Angels,9.927e+00,1989-12-15
40688,Meet the Deedles,2.353e+00,1998-03-27
38778,Dinner for Schmucks,1.102e+01,2010-07-30
10865,Atlantis: The Lost Empire,5.155e+01,2001-06-02
10071,The Brothers Solomon,8.312e+00,2007-09-07
72431,Red Tails,1.230e+01,2012-01-19
588,Silent Hill,3.293e+01,2006-04-21
16858,All That Jazz,5.159e+00,1979-12-20
15049,Bon Cop Bad Cop,5.069e+00,2006-07-06
227306,Unbroken,4.306e+01,2014-12-25
394047,The Dog Lover,1.193e+00,2016-07-08
13090,Sunshine Cleaning,1.934e+01,2008-01-18
11823,Wimbledon,1.674e+01,2004-09-13
88005,Seeking a Friend for the End of the World,3.086e+01,2012-06-22
172533,Drinking Buddies,1.738e+01,2013-08-23
164457,Out of the Furnace,2.923e+01,2013-12-06
129,Spirited Away,1.190e+02,2001-07-20
9703,The Last Legion,1.228e+01,2007-04-19
46420,The Loved Ones,4.990e+00,2009-09-13
96399,For Greater Glory - The True Story of Cristiada,5.760e+00,2012-06-01
10656,Subway,5.261e+00,1985-04-10
217708,Of Horses and Men,1.618e+00,2013-08-30
16642,Days of Heaven,1.386e+01,1978-09-13
109491,Beautiful Creatures,4.072e+01,2013-02-13
157544,The Vatican Tapes,1.048e+01,2015-07-24
21512,The Blood of Heroes,6.417e+00,1989-10-19
376004,Adulterers,1.471e+00,2016-01-05
19844,Kiss the Bride,1.654e+00,2007-01-01
3028,Jekyll and Hyde ... Together Again,8.053e-01,1982-11-10
16441,The Beastmaster,6.378e+00,1982-08-20
49950,The Roommate,1.181e+01,2011-02-04
3078,It Happened One Night,1.187e+01,1934-02-22
25212,Deterrence,2.171e+00,2000-03-10
366967,Dutch Kills,3.814e-02,2015-10-02
1268,Mr. Bean's Holiday,2.768e+01,2007-03-22
489,Good Will Hunting,4.373e+01,1997-12-05
49953,A Turtle's Tale: Sammy's Adventures,1.581e+01,2010-08-03
126141,The Case of the Grinning Cat,9.256e-02,2004-12-05
9792,The Hills Have Eyes,3.511e+01,2006-03-10
327833,Skin Trade,6.678e+00,2014-11-07
603,The Matrix,1.043e+02,1999-03-30
8988,Stop-Loss,4.003e+00,2008-03-28
13888,Return to the Blue Lagoon,9.706e+00,1991-08-02
29461,Soul Food,4.105e+00,1997-09-26
296098,Bridge of Spies,4.845e+01,2015-10-15
13053,Bolt,4.185e+01,2008-11-21
4258,Scary Movie 5,3.682e+01,2013-04-11
11661,Joyeux Noël,1.396e+01,2005-11-09
84204,Grabbers,9.451e+00,2012-08-10
158150,How to Fall in Love,1.924e+00,2012-07-21
55301,Alvin and the Chipmunks: Chipwrecked,2.347e+01,2011-12-14
11137,The Prince & Me,1.794e+01,2004-03-28
13160,Over Her Dead Body,1.207e+01,2008-02-01
1378,Shortbus,1.485e+01,2006-05-20
9312,Mortal Kombat,1.647e+01,1995-08-18
39538,Contagion,3.882e+01,2011-09-08
37710,The Tourist,4.143e+01,2010-12-08
47452,Love and Death on Long Island,9.339e-01,1997-01-01
19344,Loving Annabelle,7.146e+00,2006-03-08
8488,Hitch,3.458e+01,2005-02-10
8197,Midnight in the Garden of Good and Evil,5.526e+00,1997-11-21
14012,Flicka,3.044e+00,2006-10-20
14557,Dead Man on Campus,7.708e+00,1998-08-21
97614,Deadfall,1.019e+01,2012-11-08
268917,The Past Is a Grotesque Animal,3.946e-01,2014-06-15
10014,A Nightmare on Elm Street Part 2: Freddy's Rev...,2.161e+01,1985-10-31
13027,Eagle Eye,4.689e+01,2008-09-25
9208,Broken Arrow,2.277e+01,1996-02-09
403,Driving Miss Daisy,1.959e+01,1989-12-13
331493,Light from the Darkroom,1.294e-02,2014-01-01
10437,The Muppet Christmas Carol,1.509e+01,1992-12-10
23988,Stan Helsing,7.411e+00,2009-10-27
34069,Cargo,1.014e+01,2009-09-24
18713,The Jerky Boys,1.735e+00,1995-02-03
1245,The Remains of the Day,1.536e+01,1993-11-05
9053,DOA: Dead or Alive,1.279e+01,2006-09-07
40963,Little Big Top,9.210e-02,2006-01-01
47534,Fighting Tommy Riley,4.543e-02,2005-05-06
2009,4 Months 3 Weeks and 2 Days,9.270e+00,2007-08-24
10658,Howard the Duck,1.137e+01,1986-08-01
19840,I Love You Beth Cooper,1.415e+01,2009-07-10
70435,Haywire,2.626e+01,2011-11-06
873,The Color Purple,1.757e+01,1985-12-18
150202,The Haunting in Connecticut 2: Ghosts of Georgia,1.171e+01,2013-02-01
26371,Maurice,1.155e+01,1987-09-18
78705,Live-In Maid,3.871e-02,2004-09-21
12797,Ghost Town,1.799e+01,2008-09-19
14577,Dirty Work,9.067e+00,1998-06-12
10397,Angela's Ashes,4.888e+00,1999-12-25
37532,Slam,2.924e-01,1998-10-07
340816,Christmas Eve,1.985e+00,2015-12-04
17379,Last Holiday,6.156e+00,2006-01-13
8836,The X Files: I Want to Believe,2.545e+01,2008-07-24
274167,Daddy's Home,3.862e+01,2015-12-25
30596,Bodyguards and Assassins,7.877e+00,2009-12-18
259694,How to Be Single,4.608e+01,2016-01-21
58626,The Hit List,4.957e+00,2011-04-02
124459,The Incredible Burt Wonderstone,2.694e+01,2013-03-14
277519,Z Storm,5.428e-01,2014-06-19
25195,Leap Year,2.196e+01,2010-01-08
535,Flashdance,1.842e+01,1983-04-14
281957,The Revenant,1.006e+02,2015-12-25
239573,Unfinished Business,1.683e+01,2015-03-05
293670,The Wailing,9.050e+00,2016-05-12
1051,The French Connection,1.598e+01,1971-10-09
11260,Meet Dave,1.868e+01,2008-07-08
147441,Exodus: Gods and Kings,1.016e+02,2014-12-03
15037,Can't Hardly Wait,1.135e+01,1998-06-12
790,The Fog,1.452e+01,1980-02-08
63574,Joyful Noise,5.754e+00,2012-01-13
13811,Knowing,3.269e+01,2009-03-19
51820,The Salon,2.028e+00,2005-01-13
17995,DysFunktional Family,1.580e+00,2003-04-04
2639,Deconstructing Harry,1.135e+01,1997-08-26
19153,The Real Cancun,4.565e-01,2003-04-23
24575,Raise the Titanic,1.631e+00,1980-01-01
184,Jackie Brown,4.063e+01,1997-12-24
345911,Lights Out,4.817e+01,2016-07-21
10914,All Hat,1.375e-01,2007-09-11
251321,Aloft,6.501e+00,2014-02-12
10027,Unleashed,2.600e+01,2005-02-02
10676,Halloween III: Season of the Witch,1.203e+01,1982-10-22
5708,Control,1.136e+01,2007-09-26
13537,Shattered Glass,6.273e+00,2003-11-14
8416,The Conformist,8.429e+00,1970-10-21
49017,Dracula Untold,6.446e+01,2014-10-01
171424,The Green Inferno,1.785e+01,2014-09-04
82654,Warm Bodies,4.374e+01,2013-01-31
39055,Free Style,1.229e-01,2008-12-24
18785,The Hangover,8.221e+01,2009-06-05
8321,In Bruges,2.533e+01,2008-02-08
844,2046,1.266e+01,2004-05-20
193610,The Other Woman,3.452e+01,2014-04-16
9912,The World's Fastest Indian,8.451e+00,2005-10-12
56930,Tycoon,4.244e-02,1947-12-27
11324,Shutter Island,8.191e+01,2010-02-18
199933,Atlas Shrugged Part III: Who is John Galt?,1.731e+00,2014-09-12
116149,Paddington,3.988e+01,2014-11-27
7873,Harsh Times,1.300e+01,2005-09-11
9594,Double Impact,1.048e+01,1991-08-10
9280,Femme Fatale,9.073e+00,2002-11-06
39939,Super Troopers,1.631e+01,2001-01-18
10760,Sydney White,1.075e+01,2007-09-21
192577,Space Pirate Captain Harlock,1.473e+01,2013-09-07
14849,Dead Like Me: Life After Death,7.865e+00,2009-02-17
38223,Harriet the Spy,4.631e+00,1996-07-10
127918,The Gatekeepers,2.828e+00,2012-07-09
6687,Transsiberian,1.143e+01,2008-01-18
23483,Kick-Ass,4.505e+01,2010-03-22
205321,Sharknado,2.047e+01,2013-07-11
325133,Neighbors 2: Sorority Rising,5.018e+01,2016-05-04
62214,Frankenweenie,2.791e+01,2012-10-04
10445,Shadowlands,5.610e+00,1993-12-25
31668,All The Queen's Men,1.833e+00,2001-10-14
819,Sleepers,1.625e+01,1996-10-18
52520,Underworld: Awakening,5.840e+01,2012-01-19
9725,Friday the 13th Part 2,1.652e+01,1981-05-01
10776,Little Shop of Horrors,1.211e+01,1986-12-19
82532,Jeff Who Lives at Home,1.041e+01,2011-09-13
58428,The Innkeepers,1.439e+01,2011-12-01
34341,Men with Brooms,1.370e+00,2002-09-20
35690,The Last Song,2.314e+01,2010-03-31
11412,The Long Kiss Goodnight,1.586e+01,1996-10-11
9357,One Hour Photo,2.062e+01,2002-08-21
296096,Me Before You,5.316e+01,2016-06-02
45132,Super,1.220e+01,2010-09-09
80468,Some Guy Who Kills People,2.734e+00,2011-04-14
1494,Curse of the Golden Flower,9.951e+00,2006-12-21
8870,Red Planet,1.380e+01,2000-11-10
45145,Johnny Suede,1.355e+00,1991-08-18
40932,Can't Stop the Music,6.574e+00,1980-06-20
11323,The Informant!,1.777e+01,2009-09-18
10431,War,1.890e+01,2007-08-24
153,Lost in Translation,4.567e+01,2003-08-31
21494,Moliere,4.613e+00,2007-01-31
81188,Rise of the Guardians,6.179e+01,2012-11-21
1090,The Thirteenth Floor,1.989e+01,1999-04-16
71679,Resident Evil: Retribution,6.228e+00,2012-09-12
361398,Theresa Is a Mother,3.653e-02,2015-09-25
1683,The Reaping,1.345e+01,2007-04-05
50544,Friends with Benefits,4.053e+01,2011-07-21
10214,Son of the Mask,1.782e+01,2005-02-18
1770,Michael Collins,8.315e+00,1996-10-25
2026,Hostage,2.366e+01,2005-03-09
207769,Banshee Chapter,7.311e+00,2013-08-26
45612,Source Code,5.920e+01,2011-03-30
11770,Shaolin Soccer,1.755e+01,2001-07-12
308467,Roadside,1.602e-01,2013-03-01
205596,The Imitation Game,1.454e+02,2014-11-14
14177,Beauty Shop,5.626e+00,2005-06-02
1255,The Host,2.766e+01,2006-07-27
8961,Bad Boys II,3.807e+01,2003-07-18
2142,Cop Land,1.928e+01,1997-08-15
16620,La Bamba,6.847e+00,1987-07-24
1265,Bridge to Terabithia,4.065e+01,2007-02-16
9647,Scrooged,2.162e+01,1988-11-22
23082,The Invention of Lying,1.667e+01,2009-09-13
10684,Courage Under Fire,1.297e+01,1996-07-04
287625,Stories of Our Lives,3.278e-01,2014-09-05
333371,10 Cloverfield Lane,5.370e+01,2016-03-10
8592,Dick Tracy,7.859e+00,1990-06-15
1685,Beneath the Planet of the Apes,2.439e+01,1970-05-01
1779,Roger & Me,3.285e+00,1989-09-01
9824,Mystery Men,1.295e+01,1999-08-06
16358,Eulogy,9.085e+00,2004-10-15
8326,Holes,2.200e+01,2003-04-18
256962,Little Boy,1.223e+01,2015-04-23
2043,Along Came a Spider,2.125e+01,2001-04-06
27759,55 Days at Peking,3.321e+00,1963-05-06
1880,Red Dawn,1.174e+01,1984-08-10
61012,Silent Hill: Revelation 3D,2.329e+01,2012-10-10
168705,BloodRayne,7.008e+00,2005-10-22
12703,The Brown Bunny,3.412e+00,2004-08-27
109445,Frozen,1.651e+02,2013-11-27
89861,Stiff Upper Lips,3.565e-01,1998-06-12
22825,The Box,2.161e+01,2009-09-17
109418,Grown Ups 2,4.559e+01,2013-07-11
11056,Darkness,6.340e+00,2002-10-02
297100,The Little Ponderosa Zoo,7.308e-02,2014-09-11
168259,Furious 7,1.023e+02,2015-04-01
230266,Miss Julie,5.033e+00,2014-09-07
1443,The Virgin Suicides,2.622e+01,1999-04-21
13495,Alatriste,6.010e+00,2006-09-01
52015,Stake Land,1.250e+01,2010-09-30
26379,Paa,2.126e+00,2009-12-04
770,Gone with the Wind,4.898e+01,1939-12-15
60463,Sunday School Musical,4.605e-01,2008-10-21
40505,I Got the Hook Up,5.931e-01,1998-05-27
44634,Woman Thou Art Loosed,1.998e-02,2004-09-30
62835,Colombiana,3.379e+01,2011-07-27
251,Ghost,4.197e+01,1990-07-12
71157,Polisse,1.404e+01,2011-10-06
33157,Waterloo,1.895e+00,1970-10-26
10368,Tea with Mussolini,2.239e+00,1999-03-25
72331,Abraham Lincoln: Vampire Hunter,3.863e+01,2012-06-20
8202,Æon Flux,2.995e+01,2005-11-30
9671,Crocodile Dundee,1.607e+01,1986-09-26
273248,The Hateful Eight,6.872e+01,2015-12-25
301365,The Neon Demon,3.815e+01,2016-06-08
44944,For Colored Girls,1.935e+00,2010-11-05
8869,Eight Legged Freaks,1.783e+01,2002-07-17
10140,The Chronicles of Narnia: The Voyage of the Da...,4.966e+01,2010-08-13
88042,Parental Guidance,1.460e+01,2012-12-25
7451,xXx,4.622e+01,2002-08-09
256591,Focus,5.963e+01,2015-02-25
185567,Zulu,1.453e+01,2013-12-04
43653,The Living Wake,3.834e-01,2007-01-01
71880,Jack and Jill,2.213e+01,2011-11-11
10416,What Planet Are You From?,2.275e+00,2000-03-03
127585,X-Men: Days of Future Past,1.181e+02,2014-05-15
22488,Love's Abiding Joy,1.129e+00,2006-10-06
1535,Spy Game,2.717e+01,2001-11-18
62838,New Year's Eve,2.122e+01,2011-12-08
59440,Warrior,5.192e+01,2011-09-09
7461,Vantage Point,2.486e+01,2008-02-01
84200,For a Good Time Call...,1.424e+01,2012-08-31
15708,Latter Days,5.425e+00,2003-07-10
2454,The Chronicles of Narnia: Prince Caspian,5.398e+01,2008-05-15
172385,Rio 2,4.240e+01,2014-03-19
102651,Maleficent,1.106e+02,2014-05-28
283384,The Calling,5.759e+00,2014-08-05
1955,The Elephant Man,3.027e+01,1980-10-02
423,The Pianist,5.059e+01,2002-09-24
1593,Night at the Museum,4.878e+01,2006-10-20
17644,Barney's Great Adventure,7.229e-01,1998-01-01
10734,Escape from Alcatraz,2.636e+01,1979-06-22
794,The Omen,2.594e+01,1976-06-06
6415,Three Kings,3.497e+01,1999-09-27
9472,DodgeBall: A True Underdog Story,4.116e+01,2004-06-18
169917,A Walk Among the Tombstones,6.131e+01,2014-09-18
2989,Roar,1.156e+00,1981-11-12
708,The Living Daylights,2.333e+01,1987-06-29
8409,A Man Apart,1.985e+01,2003-04-04
11543,Kingpin,1.733e+01,1996-07-04
61984,Space Battleship Yamato,5.158e+00,2010-12-01
206213,Zombie Hunter,3.418e+00,2013-07-25
104896,A Dog Of Flanders,8.389e-01,1999-08-27
296943,"The Hadza:,Last of the First",4.565e-02,2014-10-31
10564,Where the Heart Is,6.858e+00,2000-04-27
49526,Premium Rush,1.771e+01,2012-08-24
8367,Robin Hood: Prince of Thieves,2.880e+01,1991-06-14
21612,The Funeral,2.951e+00,1996-01-26
249164,If I Stay,3.116e+01,2014-08-21
112949,Safe Haven,3.773e+01,2013-02-07
19585,G-Force,2.671e+01,2009-07-21
311,Once Upon a Time in America,4.934e+01,1984-02-16
29917,Exam,2.027e+01,2009-06-19
165864,Hansel and Gretel Get Baked,2.504e+00,2013-02-19
6439,Racing Stripes,8.058e+00,2005-01-06
2255,Chasing Amy,2.060e+01,1997-04-04
77883,The Possession,2.168e+01,2012-08-30
11648,Must Love Dogs,1.112e+01,2005-07-21
9675,Sideways,2.343e+01,2004-10-22
11051,The Last Temptation of Christ,1.467e+01,1988-08-12
1645,A Time to Kill,2.522e+01,1996-07-24
657,From Russia with Love,4.130e+01,1963-10-11
14181,Boiler Room,1.123e+01,2000-02-18
49051,The Hobbit: An Unexpected Journey,1.088e+02,2012-11-26
1584,School of Rock,4.306e+01,2003-10-03
98,Gladiator,9.530e+01,2000-05-01
7737,Resident Evil: Extinction,1.207e+01,2007-09-20
6575,Walk Hard: The Dewey Cox Story,1.074e+01,2007-12-21
87818,Movie 43,3.535e+01,2013-01-01
18823,Clash of the Titans,4.769e+01,2010-04-01
240,The Godfather: Part II,1.058e+02,1974-12-20
18975,The Adventures of Pinocchio,6.718e+00,1996-07-26
12085,Mad Money,6.847e+00,2008-01-17
335874,Childless,2.439e-01,2015-04-03
1282,Dogtown and Z-Boys,3.292e+00,2001-01-18
61038,Go for It!,5.008e-01,2011-05-13
8963,Crimson Tide,2.033e+01,1995-05-12
60420,Like Crazy,2.183e+01,2011-10-28
10771,The Tuxedo,2.155e+01,2002-09-27
42033,Def-Con 4,3.198e-01,1985-03-15
2575,The Tailor of Panama,7.048e+00,2001-02-11
24226,The Verdict,7.981e+00,1982-12-08
4547,Panic Room,5.304e+01,2002-03-29
44639,Inside Job,1.693e+01,2010-10-08
9302,Up Close & Personal,4.802e+00,1996-03-01
77950,Turbo,4.477e+01,2013-07-11
73937,The Big Year,9.420e+00,2011-10-13
3472,Dirty Pretty Things,9.178e+00,2002-09-05
20856,Aliens in the Attic,1.371e+01,2009-07-31
60421,Circumstance,2.342e+00,2011-08-26
72105,Ted,6.888e+01,2012-06-29
32657,Percy Jackson & the Olympians: The Lightning T...,6.112e+01,2010-02-01
812,Aladdin,9.298e+01,1992-11-25
11113,My Fair Lady,2.079e+01,1964-10-21
272,Batman Begins,1.150e+02,2005-06-10
13498,Man of the House,6.004e+00,2005-02-25
227975,Futuro Beach,2.611e+00,2014-05-01
14392,The Warlords,6.884e+00,2007-12-12
16110,Thomas and the Magic Railroad,1.916e+00,2000-07-26
55903,Betty Fisher and Other Stories,2.419e-02,2001-09-01
10950,I Am Sam,2.607e+01,2001-12-28
11091,Riding in Cars with Boys,7.226e+00,2001-10-19
41210,The Switch,2.749e+01,2010-05-11
7301,Lonesome Jim,3.434e+00,2005-11-16
335866,Circle,6.752e+00,2015-10-02
40880,Pandaemonium,1.654e-01,2001-06-29
18162,Land of the Lost,1.939e+01,2009-06-05
2486,Eragon,3.086e+01,2006-12-14
13836,Race to Witch Mountain,2.394e+01,2009-03-12
36648,Blade: Trinity,4.966e+01,2004-12-08
10025,Just My Luck,2.207e+01,2006-05-12
43418,Beneath Hill 60,3.950e+00,2010-04-15
271331,United Passions,6.037e+00,2014-06-19
84659,The Naked Ape,7.758e-02,2006-09-16
5176,3:10 to Yuma,4.880e+01,2007-09-06
1551,Flatliners,2.411e+01,1990-08-09
332567,The Shallows,6.083e+01,2016-06-24
10034,High Heels and Low Lifes,1.770e+00,2001-07-16
12400,Redbelt,5.091e+00,2008-04-07
424,Schindler's List,1.045e+02,1993-11-29
227707,The Adventurer: The Curse of the Midas Box,8.843e+00,2013-12-05
12149,Frailty,1.600e+01,2001-11-17
9754,Firewall,1.819e+01,2006-02-10
12621,Hamlet 2,5.293e+00,2008-01-21
9562,Timeline,1.122e+01,2003-11-26
114,Pretty Woman,4.547e+01,1990-03-23
306667,Horse Camp,1.723e-01,2015-01-10
291270,Anomalisa,2.102e+01,2015-12-30
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Ma...,5.628e+00,2010-06-08
175291,Cheap Thrills,1.083e+01,2013-03-08
46529,I Am Number Four,4.345e+01,2011-02-18
335,Once Upon a Time in the West,4.933e+01,1968-12-21
11699,The Bad Lieutenant: Port of Call - New Orleans,1.734e+01,2009-09-11
82990,Paranormal Activity 4,2.033e+01,2012-10-17
49530,In Time,6.023e+01,2011-10-27
11011,Ri¢hie Ri¢h,1.440e+01,1994-12-19
9919,How to Lose a Guy in 10 Days,2.385e+01,2003-02-07
13158,Aqua Teen Hunger Force Colon Movie Film for Th...,1.453e+00,2007-04-13
24977,Michael Jordan to the Max,1.830e+00,2000-05-05
33870,Mao's Last Dancer,1.877e+00,2009-10-01
10999,Commando,3.422e+01,1985-10-03
85446,Step Up Revolution,2.978e+01,2012-07-26
45138,Machine Gun McCain,7.001e-01,1969-04-01
619,The Bodyguard,2.658e+01,1992-11-25
7303,Maid in Manhattan,1.974e+01,2002-12-13
158895,This Is Martin Bonner,7.637e-01,2013-06-28
227156,The Giver,5.381e+01,2014-08-11
255343,Escobar: Paradise Lost,2.511e+01,2014-10-11
9469,He Got Game,1.023e+01,1998-05-01
464,As It Is in Heaven,4.321e+00,2004-09-03
9471,Charlie's Angels: Full Throttle,3.362e+01,2003-06-27
146238,Runner Runner,2.298e+01,2013-09-24
24420,The Time Traveler's Wife,3.749e+01,2009-08-14
32395,The Greatest,6.903e+00,2009-01-17
11499,Frost/Nixon,1.688e+01,2008-10-15
12535,High Anxiety,5.691e+00,1977-12-25
15875,Donovan's Reef,1.897e+00,1963-06-12
1586,Secret Window,3.291e+01,2004-03-12
272878,Max,1.414e+01,2015-06-26
22301,Hell's Angels,8.484e+00,1930-11-15
36670,Never Say Never Again,2.338e+01,1983-10-07
64678,The Art of Getting By,1.269e+01,2011-06-17
73981,Ayurveda: Art of Being,5.587e-02,2001-09-20
98568,Enter Nowhere,3.638e+00,2011-10-22
59108,Tower Heist,3.674e+01,2011-11-02
45272,Country Strong,7.810e+00,2010-12-22
13849,The Cottage,8.397e+00,2008-02-07
19366,Josie and the Pussycats,6.405e+00,2001-04-06
604,The Matrix Reloaded,7.079e+01,2003-05-15
808,Shrek,6.730e+01,2001-05-16
52449,Bad Teacher,2.850e+01,2011-05-16
1620,Hitman,4.267e+01,2007-11-21
261,Cat on a Hot Tin Roof,1.655e+01,1958-02-17
27380,Megaforce,1.110e+00,1982-06-25
9288,Dungeons & Dragons: Wrath of the Dragon God,4.902e+00,2005-01-01
10197,Nine,9.358e+00,2009-12-03
8012,Get Shorty,1.559e+01,1995-10-20
850,A Christmas Story,1.513e+01,1983-11-18
70478,The Stewardesses,1.184e+00,1969-07-25
433715,8 Days,1.529e-02,2014-06-15
18712,Sands of Iwo Jima,3.851e+00,1949-12-14
954,Mission: Impossible,7.529e+01,1996-05-22
18501,Gamer,2.763e+01,2009-09-03
8831,Timecop,1.331e+01,1994-09-15
117,The Untouchables,3.827e+01,1987-06-02
1656,The Legend of Zorro,3.105e+01,2005-10-24
114150,Pitch Perfect,3.275e+01,2012-09-28
223485,Slow West,1.494e+01,2015-04-16
50698,Grave Encounters,1.322e+01,2011-09-09
36691,Solitary Man,7.497e+00,2009-09-07
23367,Bandslam,7.717e+00,2009-08-06
18487,The Taking of Pelham 1 2 3,4.060e+01,2009-06-11
9701,North Country,1.278e+01,2005-02-12
116711,Epic,3.671e+01,2013-05-15
11891,Kung Pow: Enter the Fist,8.289e+00,2002-01-25
173931,Legend of a Rabbit,7.387e-01,2011-01-01
34099,Brave New Girl,1.809e-01,2004-04-25
178862,Aroused,2.557e+00,2013-02-20
6520,First Knight,1.914e+01,1995-07-07
2163,Breakdown,9.176e+00,1997-05-02
100042,Dumb and Dumber To,6.777e+01,2014-11-12
246403,Tusk,1.575e+01,2014-09-19
70687,The Sticky Fingers of Time,1.302e-01,1997-06-06
6023,P.S. I Love You,2.949e+01,2007-11-15
101299,The Hunger Games: Catching Fire,7.631e+01,2013-11-15
480,Monsoon Wedding,8.110e+00,2001-08-30
65448,Penitentiary,1.117e-03,1979-12-01
13909,She Wore a Yellow Ribbon,8.535e+00,1949-10-22
2055,Open Range,1.907e+01,2003-08-29
8587,The Lion King,9.046e+01,1994-06-23
295914,Queen of the Mountains,7.787e-02,2014-08-22
9104,Buffalo Soldiers,6.330e+00,2001-09-08
546,Transamerica,9.773e+00,2005-12-23
1581,The Holiday,4.497e+01,2006-12-08
248,Pocketful of Miracles,3.370e+00,1961-12-18
9978,Stormbreaker,1.628e+01,2006-07-21
8841,The Class,1.344e+01,2008-09-24
4327,Charlie's Angels,4.020e+01,2000-11-02
11619,Flushed Away,2.255e+01,2006-10-22
1538,Collateral,4.482e+01,2004-08-04
849,Krull,9.905e+00,1983-07-29
146198,Triple 9,2.937e+01,2016-02-19
20,My Life Without Me,7.959e+00,2003-03-07
202575,Thunder and the House of Magic,1.287e+01,2013-12-24
14811,Fiddler on the Roof,7.624e+00,1971-11-03
15647,Kissing Jessica Stein,3.990e+00,2001-04-21
91122,16 to Life,1.085e-01,2009-09-19
257445,Goosebumps,4.535e+01,2015-08-05
90414,I Love You Don't Touch Me!,2.084e-02,1997-01-21
59968,Our Idiot Brother,1.569e+01,2011-08-26
20083,Shinjuku Incident,5.294e+00,2009-03-22
77930,Magic Mike,3.590e+01,2012-06-28
9022,All the Boys Love Mandy Lane,1.228e+01,2008-02-15
987,The Front Page,4.118e+00,1974-12-01
252512,While We're Young,1.926e+01,2015-04-03
47816,3 Strikes,1.434e+00,2000-03-01
33196,Tidal Wave,4.629e+00,2009-06-06
1542,Office Space,1.837e+01,1999-02-19
39541,Stolen Summer,8.707e-01,2002-03-22
279,Amadeus,3.183e+01,1984-10-26
1830,Lord of War,3.483e+01,2005-09-16
9702,Bound by Honor,9.123e+00,1993-02-05
222935,The Fault in Our Stars,7.436e+01,2014-05-16
43959,Soul Surfer,1.923e+01,2011-04-08
7364,Sahara,2.161e+01,2005-04-06
66,Absolute Power,1.358e+01,1997-02-14
253,Live and Let Die,3.047e+01,1973-07-05
10279,Summer of Sam,3.708e+00,1999-07-02
116977,Foodfight!,5.259e+00,2012-06-15
10384,Supernova,5.762e+00,2000-01-14
704,A Hard Day's Night,1.073e+01,1964-07-06
118957,Bait,9.781e+00,2012-09-05
7341,The Rage: Carrie 2,4.782e+00,1999-03-11
11165,Tora! Tora! Tora!,9.796e+00,1970-01-26
16988,How She Move,1.783e+00,2008-01-25
180,Minority Report,6.595e+01,2002-06-20
1439,Anna and the King,1.333e+01,1999-12-16
310706,Black Water Transit,1.267e-01,2009-05-13
47692,Felicia's Journey,4.706e-01,1999-11-24
209112,Batman v Superman: Dawn of Justice,1.558e+02,2016-03-23
110683,The Wicked Lady,2.894e-01,1983-04-21
10189,Pineapple Express,4.183e+01,2008-08-06
8456,Never Back Down,2.621e+01,2008-03-04
24418,Cirque du Freak: The Vampire's Assistant,1.642e+01,2009-10-23
15660,Mommie Dearest,3.103e+00,1981-09-18
27342,Malone,1.610e+00,1987-05-01
39141,Tadpole,8.570e+00,2002-11-01
324668,Jason Bourne,6.264e+01,2016-07-27
10410,Hoffa,5.927e+00,1992-12-25
3059,Intolerance,3.232e+00,1916-09-04
646,Dr. No,4.890e+01,1962-10-04
77016,End of Watch,4.952e+01,2012-09-20
36351,Light Sleeper,6.064e+00,1992-08-21
157354,Fruitvale Station,2.097e+01,2013-07-25
2907,The Addams Family,3.718e+01,1991-11-22
14114,You Got Served,3.805e+00,2004-01-30
52067,Cedar Rapids,1.025e+01,2011-02-11
8198,The Quiet American,5.134e+00,2002-11-22
8080,Suspect Zero,8.716e+00,2004-08-27
57165,Wrath of the Titans,4.493e+01,2012-03-27
2756,The Abyss,2.496e+01,1989-08-09
1597,Meet the Parents,2.997e+01,2000-10-06
44833,Battleship,6.493e+01,2012-04-11
7980,The Lovely Bones,2.926e+01,2009-12-26
2148,The Cotton Club,8.591e+00,1984-12-14
70670,Headhunters,2.082e+01,2011-08-04
