id,title,popularity,release_date
26486,The Last Shot,6.770e+00,2004-09-24
9059,Tales from the Crypt: Demon Knight,7.711e+00,1995-01-13
8457,Drillbit Taylor,1.506e+01,2008-03-20
9626,Red Sonja,1.275e+01,1985-04-09
12093,Lilya 4-ever,7.759e+00,2002-08-23
629,The Usual Suspects,6.403e+01,1995-07-19
46256,The Lion of Judah,1.659e-01,2011-06-03
14451,Dead Snow,1.121e+01,2009-01-09
18360,Night at the Museum: Battle of the Smithsonian,8.178e+01,2009-05-20
985,Eraserhead,2.040e+01,1977-03-19
12162,The Hurt Locker,4.701e+01,2008-10-10
43935,Dylan Dog: Dead of Night,1.062e+01,2011-03-16
11439,The Ghost Writer,2.112e+01,2010-02-12
11577,Pat Garrett & Billy the Kid,4.495e+00,1973-05-23
137321,Winter's Tale,2.274e+01,2014-02-13
6478,Beyond the Sea,6.138e+00,2004-12-17
27022,The Sorcerer's Apprentice,3.558e+01,2010-07-13
49010,Hobo with a Shotgun,1.690e+01,2011-05-06
8984,Disclosure,1.506e+01,1994-12-09
1073,Arlington Road,1.282e+01,1999-03-19
7552,Fun with Dick and Jane,2.516e+01,2005-12-21
26389,From Paris with Love,2.792e+01,2010-02-05
38,Eternal Sunshine of the Spotless Mind,5.648e+01,2004-03-19
16911,The Inhabited Island,2.786e+00,2008-12-18
56715,Just Visiting,1.084e+01,2001-04-06
284293,Still Alice,3.531e+01,2014-12-05
20520,The Motel,1.205e-01,2005-01-01
72571,Paranormal Activity 3,2.916e+01,2011-10-19
139715,Detention of the Dead,2.392e+00,2012-04-27
14729,The Long Riders,2.960e+00,1980-05-12
13173,The Ten,3.865e+00,2007-08-03
22007,Train,3.280e+00,2008-10-16
10050,Get Over It,1.159e+01,2001-03-08
45226,The Pursuit of D.B. Cooper,1.380e+00,1981-11-13
10585,Child's Play,2.760e+01,1988-11-08
9781,Detroit Rock City,5.700e+00,1999-08-13
49471,Get on the Bus,4.623e+00,1996-10-16
346081,Sardaarji,2.970e-01,2015-06-26
47889,Ruby in Paradise,5.942e-01,1993-10-08
26268,Harper,2.939e+00,1966-02-23
11546,Police Academy: Mission to Moscow,1.195e+01,1994-06-09
8077,Alien³,4.586e+01,1992-05-22
8922,Jeepers Creepers,2.332e+01,2001-07-01
4836,Layer Cake,2.400e+01,2004-09-30
13201,Deuces Wild,7.535e-01,2002-05-03
13155,Return to Oz,5.650e+00,1985-06-21
26899,The Mudge Boy,5.293e+00,2003-01-17
5,Four Rooms,2.288e+01,1995-12-09
11980,The Prophecy,1.182e+01,1995-09-01
2119,Days of Thunder,1.628e+01,1990-06-27
12113,Body of Lies,3.751e+01,2008-10-10
13937,Raising Cain,7.559e+00,1992-08-07
270554,Echo Dr.,5.375e-02,2013-11-08
48382,The Book of Mormon Movie Volume 1: The Journey,3.195e-02,2003-09-12
1642,The Net,2.322e+01,1995-07-28
80321,Madagascar 3: Europe's Most Wanted,4.499e+01,2012-06-06
223,Rebecca,1.843e+01,1940-04-12
290555,Wolves,7.923e+00,2014-08-28
168672,American Hustle,4.966e+01,2013-12-12
7484,Open Season,2.662e+01,2006-09-29
802,Lolita,2.396e+01,1962-06-13
37958,Immortals,3.792e+01,2011-11-10
4960,Synecdoche New York,1.276e+01,2008-10-24
70829,The Last Godfather,6.808e-01,2010-12-29
1272,Sunshine,5.150e+01,2007-04-05
168530,Ride Along,2.847e+01,2014-01-07
238615,Self/less,6.610e+01,2015-07-10
330770,Evolution,3.300e+00,2015-09-14
5123,August Rush,2.953e+01,2007-11-21
26688,Sorority Row,8.781e+00,2009-09-09
119283,Parker,2.867e+01,2013-01-23
497,The Green Mile,1.037e+02,1999-12-10
160588,Blue Jasmine,3.469e+01,2013-07-25
39053,Cyrus,1.521e+01,2010-06-18
285783,The Walk,3.734e+01,2015-09-30
24264,Sheena,4.020e+00,1984-08-17
103328,Holy Motors,9.141e+00,2012-07-02
51588,Prom,1.184e+01,2011-04-29
16995,State of Play,2.169e+01,2009-04-17
33106,Silver Medalist,4.066e-01,2009-01-20
786,Almost Famous,2.155e+01,2000-09-15
21972,Like Mike,5.737e+00,2002-07-03
24126,Warlock: The Armageddon,3.107e+00,1993-05-01
8291,Poetic Justice,3.651e+00,1993-07-23
6623,The Peacemaker,1.593e+01,1997-09-26
9327,The Nutty Professor,2.028e+01,1996-06-26
11667,Street Fighter,1.929e+01,1994-12-22
9896,Rat Race,1.860e+01,2001-07-30
181330,Kevin Hart: Let Me Explain,9.799e+00,2013-07-03
76163,The Expendables 2,5.373e+01,2012-08-08
82695,Les Misérables,4.836e+01,2012-12-18
14195,Cecil B. Demented,4.176e+00,2000-05-17
628,Interview with the Vampire,5.016e+01,1994-11-11
40264,Vampires Suck,1.717e+01,2010-08-18
17170,Bright Lights Big City,2.754e+00,1988-04-01
118340,Guardians of the Galaxy,4.811e+02,2014-07-30
99861,Avengers: Age of Ultron,1.343e+02,2015-04-22
609,Poltergeist,3.623e+01,1982-06-04
11544,Lilo & Stitch,5.566e+01,2002-06-21
133698,Fly Me to the Moon,1.161e+01,2012-10-29
79587,Four Single Fathers,8.263e-03,2009-01-15
387,Das Boot,2.697e+01,1981-09-16
161,Ocean's Eleven,6.093e+01,2001-12-07
312221,Creed,5.777e+01,2015-11-25
4922,The Curious Case of Benjamin Button,6.027e+01,2008-11-24
11371,The Score,2.257e+01,2001-07-13
4348,Pride & Prejudice,3.658e+01,2005-09-16
16232,Mr. 3000,2.851e+00,2004-06-15
1947,An Unfinished Life,6.354e+00,2005-09-09
12838,One to Another,4.665e+00,2006-07-21
10715,Looney Tunes: Back in Action,1.672e+01,2003-11-14
14022,Slacker,3.321e+00,1990-07-27
157422,The Wicked Within,1.906e+00,2015-10-16
301748,The Opposite Sex,2.965e+00,2014-11-08
43931,My Soul to Take,7.001e+00,2010-10-08
10610,The Medallion,1.465e+01,2003-08-15
29262,The House of Sand,3.895e-01,2005-05-13
343795,90 Minutes in Heaven,3.944e+00,2015-09-11
9441,Stepmom,1.637e+01,1998-12-25
10425,The Death and Life of Bobby Z,1.289e+01,2007-07-23
15028,Clockstoppers,5.894e+00,2002-03-17
9728,Friday the 13th Part III,1.421e+01,1982-08-13
380097,America Is Still the Place,0.000e+00,NaN
679,Aliens,6.766e+01,1986-07-18
11831,Amistad,3.698e+00,1997-12-03
12920,Dreamer: Inspired By a True Story,6.049e+00,2005-09-10
87428,That's My Boy,2.172e+01,2012-06-14
271718,Trainwreck,7.277e+01,2015-07-17
10683,Happiness,1.076e+01,1998-10-16
703,Annie Hall,3.589e+01,1977-04-19
10024,My Sister's Keeper,2.409e+01,2009-06-26
286565,Paper Towns,6.461e+01,2015-06-18
395766,The Secret,4.235e-02,2016-04-29
234212,Demonic,1.256e+01,2015-02-12
9826,The Phantom,9.025e+00,1996-06-06
1904,Memoirs of a Geisha,1.660e+01,2005-12-06
32856,Valentine's Day,2.542e+01,2010-02-10
170,28 Days Later,4.549e+01,2002-10-31
13067,In the Land of Women,1.279e+01,2007-04-16
9600,Big Momma's House,2.439e+01,2000-05-31
10707,The Squid and the Whale,1.379e+01,2005-10-05
173,20000 Leagues Under the Sea,9.358e+00,1954-12-23
87101,Terminator Genisys,2.020e+02,2015-06-23
1997,Two Brothers,8.884e+00,2004-04-07
1574,Chicago,3.222e+01,2002-12-26
342502,AWOL-72,1.141e+00,2015-08-07
14278,Murderball,1.086e+00,2005-07-22
8584,Shanghai Noon,2.540e+01,2000-05-26
58492,The Greatest Movie Ever Sold,6.925e-01,2011-04-22
198062,Coffee Town,2.254e+00,2013-07-09
9654,The Italian Job,6.277e+01,2003-05-30
22649,A Farewell to Arms,1.199e+00,1932-12-08
8435,A Cock and Bull Story,3.501e+00,2005-07-17
19204,The Beyond,8.022e+00,1981-04-22
260346,Taken 3,8.884e+01,2014-12-16
11665,Get Smart,2.350e+01,2008-06-19
9582,A Guy Thing,5.597e+00,2003-01-17
272724,Doc Holliday's Revenge,4.594e-01,2014-06-01
6477,Alvin and the Chipmunks,4.734e+01,2007-12-13
1893,Star Wars: Episode I - The Phantom Menace,5.404e+01,1999-05-19
47546,I Want Your Money,8.434e-02,2010-07-06
12704,Ishtar,2.411e+00,1987-05-15
9464,Buffalo '66,1.001e+01,1998-01-20
7443,Chicken Run,3.179e+01,2000-06-21
54702,Malevolence,1.077e+00,2004-09-10
9645,Ghost Ship,2.772e+01,2002-10-25
168,Star Trek IV: The Voyage Home,2.226e+01,1986-11-25
9378,Thir13en Ghosts,2.039e+01,2001-10-26
11322,Public Enemies,3.369e+01,2009-07-01
25968,Veronika Decides to Die,4.799e+00,2009-05-16
125052,Hurricane Streets,3.645e-01,1997-01-21
26390,Brooklyn's Finest,1.879e+01,2009-01-16
12454,All or Nothing,2.872e+00,2002-05-17
13920,Radio,9.255e+00,2003-10-24
10461,Get Carter,4.495e+00,2000-10-06
9574,Flubber,1.150e+01,1997-11-26
11013,Secretary,1.911e+01,2002-01-11
314365,Spotlight,4.150e+01,2015-11-06
10647,Pay It Forward,2.431e+01,2000-10-12
9389,Renaissance,9.244e+00,2006-03-16
10708,Daddy Day Care,1.811e+01,2003-05-03
11631,Mamma Mia!,3.078e+01,2008-07-03
31932,City of Ghosts,2.645e+00,2002-01-01
5528,The Chorus,2.098e+01,2004-03-17
15237,De-Lovely,3.138e+00,2004-07-02
12212,Urban Legends: Final Cut,8.885e+00,2000-09-19
260778,Vaalu,3.204e-01,2015-08-14
15239,The Toxic Avenger,6.672e+00,1984-05-01
6877,Failure to Launch,1.881e+01,2006-03-10
96724,Anna Karenina,2.639e+01,2012-09-06
13922,The Great Raid,8.923e+00,2005-08-12
157350,Divergent,8.032e+01,2014-03-14
40794,Loose Cannons,7.721e+00,2010-02-12
14844,Chasing Liberty,3.362e+00,2004-01-09
44943,Battle: Los Angeles,4.920e+01,2011-03-08
332,Inspector Gadget,1.756e+01,1999-07-23
10393,The Replacements,1.484e+01,2000-08-07
848,Dragonslayer,3.258e+00,1981-06-26
14462,The Manchurian Candidate,2.139e+01,2004-07-30
9392,The Descent,2.341e+01,2005-07-08
13518,Fuel,1.975e-01,2008-11-14
1901,In Good Company,1.538e+01,2004-12-29
9021,The Santa Clause 2,1.465e+01,2002-10-31
578,Jaws,5.015e+01,1975-06-18
15158,Phantasm II,5.004e+00,1988-07-08
13576,This Is It,1.580e+01,2009-10-28
228326,The Book of Life,3.489e+01,2014-10-01
109424,Captain Phillips,5.279e+01,2013-10-10
9517,Bully,6.677e+00,2001-06-15
2577,Code 46,8.860e+00,2003-09-02
4638,Hot Fuzz,3.862e+01,2007-02-14
84401,Sholem Aleichem: Laughing In The Darkness,1.096e-01,2012-02-24
11208,Wicker Park,9.302e+00,2004-09-03
15489,Snow Day,7.964e+00,2000-02-11
12620,The House Bunny,2.584e+01,2008-08-22
1250,Ghost Rider,4.683e+01,2007-02-16
186,Lucky Number Slevin,3.692e+01,2006-02-24
218,The Terminator,7.423e+01,1984-10-26
14317,The Wild Thornberrys Movie,5.785e+00,2002-12-20
325173,Close Range,5.485e+00,2015-12-11
75612,Oblivion,6.770e+01,2013-04-10
173224,Along the Roadside,1.667e-01,2013-02-28
12279,Spy Kids 3-D: Game Over,2.200e+01,2003-07-25
48138,Unknown,3.864e+01,2011-02-16
1729,The Forbidden Kingdom,1.710e+01,2008-04-18
25462,Two Can Play That Game,2.272e+00,2001-09-07
10628,Kangaroo Jack,1.029e+01,2003-01-17
1271,300,6.520e+01,2006-12-09
10876,Quills,7.261e+00,2000-11-22
2112,Payback,1.746e+01,1999-02-05
34806,The Back-Up Plan,1.838e+01,2010-04-23
299687,The 5th Wave,5.789e+01,2016-01-14
1788,Footloose,2.503e+01,1984-02-17
4513,30 Days of Night,3.339e+01,2007-10-17
1710,Copycat,1.421e+01,1995-10-27
351819,Fifty Shades of Black,1.495e+01,2016-01-28
2453,Harley Davidson and the Marlboro Man,1.287e+01,1991-08-23
31306,Crazy in Alabama,5.770e+00,1999-10-22
11889,Iris,2.714e+00,2001-12-14
18550,Fled,2.773e+00,1996-07-19
21301,"Barbershop 2:,Back in Business",6.502e+00,2004-01-20
20055,The Betrayed,1.348e+00,2008-09-27
130150,Labor Day,1.768e+01,2013-12-27
15059,The Loss of Sexual Innocence,2.867e+00,1999-04-29
13523,Sex Drive,1.795e+01,2008-10-16
10131,A Nightmare on Elm Street 4: The Dream Master,1.711e+01,1988-08-19
1213,The Talented Mr. Ripley,3.139e+01,1999-12-25
16096,House Party 2,3.674e+00,1991-10-23
9425,Soldier,1.187e+01,1998-10-23
84197,Filly Brown,1.069e-01,2013-04-19
22600,Gangster's Paradise: Jerusalema,1.717e+00,2008-02-11
9986,Charlotte's Web,1.413e+01,2006-12-15
21309,River's Edge,6.464e+00,1986-08-27
9637,Scooby-Doo,3.144e+01,2002-06-14
3600,I Still Know What You Did Last Summer,2.079e+01,1998-11-13
9504,Glengarry Glen Ross,1.394e+01,1992-09-15
11359,The Indian in the Cupboard,1.110e+01,1995-07-14
137094,Jack Ryan: Shadow Recruit,4.254e+01,2014-01-15
409,The English Patient,2.938e+01,1996-11-14
10090,Reno 911!: Miami,4.207e+00,2007-02-23
80278,The Impossible,4.756e+01,2012-09-09
11283,Nanny McPhee,2.436e+01,2005-10-21
107846,Escape Plan,4.448e+01,2013-10-09
888,The Flintstones,2.896e+01,1994-05-26
10199,The Tale of Despereaux,1.649e+01,2008-12-19
50620,The Twilight Saga: Breaking Dawn - Part 2,9.969e+01,2012-11-13
12150,Sea of Love,1.147e+01,1989-09-15
25636,Jesus' Son,5.582e+00,1999-09-05
34101,Hollywood Shuffle,2.353e+00,1987-03-20
220490,Her Cry: La Llorona Investigation,5.646e-02,2013-04-19
9782,The Night Listener,7.173e+00,2006-02-12
2779,The Curse of the Jade Scorpion,9.317e+00,2001-08-05
16241,The Boys from Brazil,5.315e+00,1978-10-05
71866,Tanner Hall,2.016e+00,2009-09-14
83,Open Water,1.561e+01,2004-08-06
55567,Standing Ovation,3.059e-01,2010-07-16
19904,The Stepfather,7.924e+00,2009-10-16
253626,Good Kill,1.092e+01,2015-04-09
53502,The Dead Undead,2.495e-01,2010-05-13
61791,Rise of the Planet of the Apes,1.384e+02,2011-08-03
11109,Vera Drake,4.132e+00,2004-10-22
2309,Inkheart,2.702e+01,2008-12-11
2395,Asterix at the Olympic Games,2.034e+01,2008-01-13
1573,Die Hard 2,5.770e+01,1990-07-02
312791,GirlHouse,8.039e+00,2014-10-16
13408,The Wash,2.453e+00,2001-11-16
177572,Big Hero 6,2.037e+02,2014-10-24
157547,Oculus,3.587e+01,2013-09-08
8953,Steamboy,9.130e+00,2004-07-17
4959,The International,1.339e+01,2009-02-03
3132,Bad Company,1.409e+01,2002-06-07
184346,Deliver Us from Evil,2.936e+01,2014-07-01
9289,The Longest Day,1.952e+01,1962-09-25
3093,Basic Instinct 2,1.348e+01,2006-03-29
205220,Philomena,2.902e+01,2013-11-01
47088,The Extra Man,2.268e+00,2010-08-01
224569,Taxman,9.648e-01,1999-09-16
9552,The Exorcist,4.758e+01,1973-12-26
380733,Fight to the Finish,2.518e-01,2016-02-02
232672,Blended,4.412e+01,2014-05-21
4011,Beetlejuice,5.855e+01,1988-02-29
15648,The Perfect Man,1.116e+01,2005-06-17
10136,The Golden Child,1.526e+01,1986-12-12
16222,Whatever It Takes,8.075e+00,2000-03-31
9836,Happy Feet,3.727e+01,2006-11-16
2155,Reindeer Games,1.147e+01,2000-02-25
207,Dead Poets Society,5.546e+01,1989-06-02
14608,Partition,2.132e+00,2007-02-02
261023,Black Mass,4.605e+01,2015-09-04
863,Toy Story 2,7.358e+01,1999-10-30
4012,The Believer,9.857e+00,2001-01-19
13973,Choke,1.164e+01,2008-09-26
11456,Domestic Disturbance,8.419e+00,2001-10-30
18869,Jimmy and Judy,1.256e+00,2006-01-01
17113,The Ballad of Jack and Rose,3.619e+00,2005-03-25
20009,Slackers,9.372e+00,2002-02-01
11362,The Count of Monte Cristo,2.660e+01,2002-01-23
357837,Dancin' It's On,1.862e-01,2015-10-16
16564,Winter in Wartime,5.014e+00,2008-11-17
243940,The Lazarus Effect,2.030e+01,2015-01-29
45649,Rubber,9.109e+00,2010-07-09
3587,Bogus,3.379e+00,1996-09-06
14474,The Oh in Ohio,6.759e+00,2006-03-30
9398,Zoolander,3.810e+01,2001-09-28
328307,Rise of the Entrepreneur: The Search for a Bet...,5.294e-02,2014-11-20
9923,Domino,1.839e+01,2005-09-22
11458,People I Know,6.377e+00,2002-11-21
21610,Nighthawks,7.059e+00,1981-03-17
17345,Flywheel,1.049e+00,2003-01-01
54054,One for the Money,1.944e+01,2012-01-26
76025,Shame,4.069e+01,2011-10-02
8011,Highlander: The Final Dimension,7.964e+00,1994-11-29
1817,Phone Booth,3.802e+01,2002-09-09
9869,Patriot Games,1.964e+01,1992-06-04
15189,Hotel for Dogs,1.326e+01,2009-01-16
323676,The Boss,2.056e+01,2016-04-07
6639,Love in the Time of Cholera,5.362e+00,2007-10-04
470,21 Grams,3.224e+01,2003-09-06
9279,Jingle All the Way,2.250e+01,1996-11-15
44945,Trust,2.123e+01,2010-09-10
226458,Backmask,3.619e+00,2015-01-16
10137,Stuart Little,3.048e+01,1999-12-17
13688,CJ7,1.237e+01,2008-01-30
8681,Taken,8.088e+01,2008-02-18
74777,Absentia,6.329e+00,2011-03-03
254470,Pitch Perfect 2,7.150e+01,2015-05-07
10053,When a Stranger Calls,4.688e+00,2006-02-03
767,Harry Potter and the Half-Blood Prince,9.889e+01,2009-07-07
14014,The Hammer,9.570e-01,2007-04-01
253306,Housebound,1.032e+01,2014-09-04
10625,Mean Girls,3.642e+01,2004-04-30
147773,The Way Way Back,3.214e+01,2013-06-06
55604,Boom Town,1.867e+00,1940-08-30
27191,The Greatest Show on Earth,8.988e+00,1952-01-10
622,The Ninth Gate,3.036e+01,1999-08-24
120,The Lord of the Rings: The Fellowship of the Ring,1.380e+02,2001-12-18
14164,Dragonball Evolution,2.168e+01,2009-04-01
39180,See Spot Run,6.579e+00,2001-03-02
110402,Hard to Be a God,3.120e+00,2013-02-27
811,Silent Running,1.110e+01,1972-03-09
9096,Medicine Man,7.022e+00,1992-02-07
8427,I Spy,1.327e+01,2002-10-31
370464,The Masked Saint,9.091e-01,2016-01-08
2830,My Boss's Daughter,1.481e+01,2003-08-21
2359,Sicko,1.410e+01,2007-05-18
10685,The Watcher,7.340e+00,2000-09-08
25,Jarhead,3.223e+01,2005-11-04
14295,You Can Count on Me,7.142e+00,2000-11-17
11968,Into the Blue,1.472e+01,2005-09-30
121826,Quartet,7.722e+00,2012-09-08
9587,Little Women,1.642e+01,1994-12-21
81390,A Lonely Place to Die,8.307e+00,2011-04-09
1124,The Prestige,7.444e+01,2006-10-19
216282,Into the Storm,2.057e+01,2014-08-06
30497,The Texas Chain Saw Massacre,2.926e+01,1974-10-01
15699,Opal Dream,1.459e+00,2006-11-22
15927,A Passage to India,9.548e+00,1984-12-14
69848,One Man's Hero,9.105e-01,1999-08-02
82505,House at the End of the Street,2.561e+01,2012-09-21
149,Akira,3.934e+01,1988-07-16
881,A Few Good Men,4.038e+01,1992-12-11
957,Spaceballs,3.989e+01,1987-06-24
145220,Muppets Most Wanted,1.481e+01,2014-03-20
59860,Monte Carlo,1.724e+01,2011-07-01
242575,Guten Tag Ramón,1.772e+00,2013-10-18
17622,Fifty Dead Men Walking,4.482e+00,2008-09-10
9366,Donnie Brasco,4.037e+01,1997-02-27
182291,On The Downlow,2.976e-02,2004-04-11
29920,Easy Money,7.217e+00,2010-01-15
248402,A Fine Step,6.543e-01,2014-04-16
8982,The Protector,1.182e+01,2005-08-11
307081,Southpaw,6.536e+01,2015-06-15
11692,The Adventures of Pluto Nash,1.209e+01,2002-08-15
1599,I Heart Huckabees,1.493e+01,2004-09-10
10923,Agent Cody Banks,1.186e+01,2003-03-14
227735,Dolphin Tale 2,6.968e+00,2014-09-12
49520,The Change-Up,3.202e+01,2011-08-05
13072,Brooklyn Rules,4.090e+00,2007-04-30
10139,Milk,3.091e+01,2008-11-26
272726,Dude Where's My Dog?,2.840e-01,2014-06-12
12612,Freeze Frame,4.922e+00,2004-05-01
22345,Baby Geniuses,4.580e+00,1999-03-12
13538,Straightheads,8.303e+00,2007-04-27
362105,R.L. Stine's Monsterville: The Cabinet of Souls,3.899e+00,2015-09-29
51497,Fast Five,7.256e+00,2011-04-20
13,Forrest Gump,1.381e+02,1994-07-06
114635,The Helpers,1.391e+00,2012-10-27
6557,27 Dresses,3.070e+01,2008-01-10
642,Butch Cassidy and the Sundance Kid,2.450e+01,1969-09-23
2085,Romeo Must Die,1.975e+01,2000-03-20
49047,Gravity,1.102e+02,2013-09-27
4105,Black Rain,1.120e+01,1989-09-22
9341,The Core,2.921e+01,2003-03-28
73935,Vamps,7.252e+00,2012-08-25
31117,Superbabies: Baby Geniuses 2,5.886e+00,2004-08-27
582,The Lives of Others,3.494e+01,2006-03-15
10191,How to Train Your Dragon,6.726e+01,2010-03-05
22798,Whip It,2.006e+01,2009-09-13
9799,The Fast and the Furious,6.910e+00,2001-06-22
1164,Babel,2.579e+01,2006-09-08
9683,Bubble Boy,1.013e+01,2001-08-24
1894,Star Wars: Episode II - Attack of the Clones,4.399e+01,2002-05-15
62204,Quest for Fire,6.538e+00,1981-12-15
10623,Cradle 2 the Grave,1.284e+01,2003-02-28
37903,The White Ribbon,1.795e+01,2009-05-21
1927,Hulk,3.498e+01,2003-06-19
47327,Drive Angry,3.039e+01,2011-02-24
9428,The Royal Tenenbaums,2.413e+01,2001-10-05
66125,Red Dog,5.499e+00,2011-08-04
88641,There Goes My Baby,3.707e-02,1994-09-02
47890,Sphinx,3.105e-01,1981-02-11
65,8 Mile,3.280e+01,2002-11-08
17287,Poultrygeist: Night of the Chicken Dead,3.906e+00,2006-12-26
228194,The Hundred-Foot Journey,2.790e+01,2014-08-06
232679,When the Game Stands Tall,7.298e+00,2014-08-22
4523,Enchanted,2.922e+01,2007-11-20
9416,Money Talks,7.616e+00,1997-08-22
15624,Conversations with Other Women,4.442e+00,2006-06-07
19556,Miss March,9.372e+00,2009-03-13
9697,Lady in the Water,2.022e+01,2006-07-21
36668,X-Men: The Last Stand,3.858e+00,2006-05-24
24621,Chasing Papi,1.119e+00,2003-04-16
16727,The Namesake,3.605e+00,2006-09-02
55616,Dracula: Pages from a Virgin's Diary,5.524e-01,2002-02-28
14299,Cadillac Records,1.343e+01,2008-12-05
10894,May,8.651e+00,2002-01-13
24973,The Egyptian,4.079e+00,1954-08-25
10724,Firefox,8.701e+00,1982-06-13
25312,Yes,3.678e+00,2005-08-05
38448,Ondine,5.841e+00,2009-09-14
6020,Sorority Boys,3.445e+00,2002-03-22
50456,Hanna,3.119e+01,2011-04-07
795,City of Angels,2.127e+01,1998-04-10
118,Charlie and the Chocolate Factory,5.391e+01,2005-07-13
12106,The Quick and the Dead,1.647e+01,1995-02-09
11690,Bloodsport,1.750e+01,1988-02-26
11676,Nothing to Lose,8.618e+00,1997-07-18
274,The Silence of the Lambs,1.817e+01,1991-02-01
23048,Hot Tub Time Machine,3.393e+01,2010-03-26
2157,Lost in Space,1.746e+01,1998-04-03
362765,The Sound and the Shadow,7.236e-02,2014-10-19
11176,The Muppet Movie,1.064e+01,1979-05-31
193603,Hayride,4.123e-01,2012-10-13
10998,Fatal Attraction,1.674e+01,1987-09-11
2044,The Lake House,2.989e+01,2006-06-16
1544,Imagine Me & You,9.100e+00,2005-02-01
9664,Flyboys,1.316e+01,2006-09-22
1989,My Blueberry Nights,1.073e+01,2007-05-16
44009,Another Year,7.236e+00,2010-11-05
593,Solaris,2.413e+01,1972-03-20
9443,Chariots of Fire,1.044e+01,1981-05-15
2011,Persepolis,2.428e+01,2007-05-23
2001,We Own the Night,1.452e+01,2007-05-25
37724,Skyfall,9.300e+01,2012-10-25
152,Star Trek: The Motion Picture,2.462e+01,1979-12-06
26673,Frat Party,7.838e-01,2009-01-01
31174,Richard III,5.107e+00,1995-12-29
95755,Small Apartments,5.101e+00,2012-03-10
201088,Blackhat,4.683e+01,2015-01-13
5900,The Dress,1.440e-01,1996-03-21
2771,American Splendor,7.793e+00,2003-08-15
85860,The FP,8.390e-01,2011-03-13
13778,Dickie Roberts: Former Child Star,1.015e+01,2003-09-05
119458,Supercapitalist,1.743e-01,2012-08-10
14395,Kabhi Alvida Naa Kehna,3.247e+00,2006-08-11
20764,Sleep Dealer,4.625e+00,2008-12-10
944,Lethal Weapon 4,2.486e+01,1998-07-10
615,The Passion of the Christ,3.817e+01,2004-02-25
300168,Dragon Blade,9.569e+00,2015-02-19
433,Mary Poppins,5.996e+01,1964-08-27
5876,The Mist,3.710e+01,2007-11-21
6947,The Village,2.749e+01,2004-07-30
17187,The Emperor's Club,6.796e+00,2002-11-22
27029,The Nun's Story,3.282e+00,1959-06-18
644,A.I. Artificial Intelligence,3.404e+01,2001-06-29
10471,Next Friday,9.337e+00,2000-01-12
43610,The Valley of Decision,1.813e-01,1945-06-01
101179,Truth or Dare,6.680e+00,2012-08-05
44718,Get Low,6.558e+00,2010-01-22
13508,Who Killed the Electric Car?,5.323e+00,2006-08-04
20862,Smoke Signals,2.305e+00,1998-01-16
9488,Spy Kids 2: The Island of Lost Dreams,2.409e+01,2002-08-07
3683,Flags of Our Fathers,2.394e+01,2006-10-18
55306,Ulee's Gold,9.339e-01,1997-06-13
227719,Project Almanac,3.294e+01,2015-01-30
818,Austin Powers in Goldmember,4.014e+01,2002-07-26
29731,And Then Came Love,2.808e-01,2007-01-01
58882,Snow Flower and the Secret Fan,2.260e+00,2011-07-15
302,Swimming Pool,1.100e+01,2003-05-18
16155,Safe Men,1.191e+00,1998-08-17
10743,Confidence,9.874e+00,2003-04-25
8337,They Live,2.985e+01,1988-11-23
61337,Critical Care,2.679e+00,1997-10-31
2059,National Treasure,5.885e+01,2004-11-19
356841,Checkmate,1.105e+00,2015-07-03
16005,The Lucky Ones,8.748e+00,2008-09-26
13051,Max Payne,2.590e+01,2008-10-15
31915,Prophecy,8.617e+00,1979-01-01
9988,Beerfest,1.430e+01,2006-08-25
83588,Middle of Nowhere,2.837e+00,2012-10-12
670,Oldboy,5.676e+01,2003-01-01
39514,RED,4.143e+01,2010-10-13
550,Fight Club,1.468e+02,1999-10-15
8913,Pet Sematary,2.075e+01,1989-04-21
12184,The Other Boleyn Girl,2.294e+01,2008-02-28
86304,All Superheroes Must Die,3.546e+00,2011-10-26
57214,Project X,4.907e+01,2012-03-01
14351,Crossover,3.202e+00,2006-09-01
32823,Get Him to the Greek,1.787e+01,2010-06-04
33468,The Brain That Wouldn't Die,2.407e+00,1962-02-25
243938,Hot Tub Time Machine 2,1.662e+01,2015-02-20
3050,Doctor Dolittle,2.146e+01,1998-06-22
89750,Pink Ribbons Inc.,9.791e-02,2011-09-11
12610,Osmosis Jones,1.055e+01,2001-08-07
9623,The Juror,3.937e+00,1996-02-02
9495,The Crow,4.469e+01,1994-05-11
26022,My Name Is Khan,1.472e+01,2010-02-12
840,Close Encounters of the Third Kind,5.246e+01,1977-11-16
11001,Blue Streak,1.687e+01,1999-09-17
71676,Ghost Rider: Spirit of Vengeance,4.862e+01,2011-12-10
10336,Spawn,1.983e+01,1997-07-31
61891,Anonymous,1.670e+01,2011-10-21
158011,The Call,3.453e+01,2013-03-14
235,Stand by Me,5.111e+01,1986-08-22
8141,You Kill Me,6.092e+00,2007-02-09
227348,Paranormal Activity: The Marked Ones,1.998e+01,2014-01-01
431,Cube,4.466e+01,1997-09-09
347755,Wind Walkers,4.469e-01,2016-01-28
50497,When the Lights Went Out,2.805e+00,2012-01-31
8273,American Wedding,3.619e+01,2003-08-01
35,The Simpsons Movie,4.688e+01,2007-07-25
10400,The Hurricane,2.083e+01,1999-09-17
