id,budget,revenue
45243,80000000,2.545e+08
364,80000000,2.800e+08
7518,80000000,3.434e+08
11544,80000000,1.458e+08
9986,85000000,1.440e+08
8656,75000000,1.405e+08
9291,82000000,1.903e+08
55301,75000000,3.427e+08
109418,80000000,2.470e+08
11665,80000000,2.307e+08
6964,80000000,2.667e+08
11324,80000000,2.948e+08
12193,80000000,1.637e+08
9928,75000000,2.607e+08
754,80000000,2.457e+08
10202,80000000,2.129e+08
4147,80000000,1.810e+08
50546,80000000,2.149e+08
1701,75000000,2.240e+08
13027,80000000,1.781e+08
2289,79000000,1.730e+08
20504,80000000,1.571e+08
9574,80000000,1.780e+08
11618,80000000,9.119e+07
2300,80000000,2.502e+08
10200,80000000,2.331e+08
8834,75000000,1.370e+08
228150,68000000,2.118e+08
6068,70000000,1.640e+08
41515,80000000,2.016e+08
9023,80000000,1.226e+08
38317,80000000,1.699e+08
2157,80000000,1.362e+08
14462,80000000,9.611e+07
159824,80000000,4.732e+08
49948,80000000,9.087e+07
2135,80000000,1.237e+08
9705,102000000,1.471e+08
1656,75000000,1.424e+08
12159,85000000,7.149e+07
4442,88000000,1.053e+08
75,70000000,1.014e+08
19959,80000000,1.224e+08
11973,80000000,3.457e+07
11228,80000000,1.592e+08
77951,80000000,1.265e+08
5491,44000000,2.140e+07
10715,80000000,6.851e+07
10197,80000000,5.383e+07
9562,80000000,1.948e+07
9922,80000000,1.763e+07
9447,90000000,6.913e+07
274854,90000000,1.469e+08
8870,80000000,3.346e+07
9992,86000000,1.079e+08
10077,80000000,5.990e+06
76649,130000000,1.178e+08
453,60000000,3.135e+08
8587,45000000,7.882e+08
72545,79000000,3.557e+08
109451,78000000,2.484e+08
9533,78000000,2.092e+08
2023,100000000,1.081e+08
71880,79000000,1.497e+08
584,76000000,2.364e+08
309809,64000000,9.757e+07
4858,80000000,1.507e+07
17711,76000000,3.513e+07
328111,75000000,8.760e+08
8698,78000000,1.793e+08
93456,76000000,9.708e+08
602,75000000,8.170e+08
330,73000000,2.291e+08
953,75000000,5.327e+08
9693,76000000,6.996e+07
36657,75000000,2.963e+08
8909,75000000,2.583e+08
9802,75000000,3.351e+08
950,80000000,6.609e+08
1824,75000000,1.965e+08
2976,50000000,9.045e+07
11026,80000000,7.800e+07
75656,75000000,1.177e+08
38365,80000000,2.714e+08
594,60000000,2.194e+08
15189,35000000,7.303e+07
11678,75000000,2.157e+08
6538,75000000,1.190e+08
10555,75000000,3.673e+08
1125,70000000,1.549e+08
4551,53000000,9.523e+07
612,70000000,1.304e+08
9567,70000000,8.563e+07
37821,75000000,9.816e+07
203801,75000000,1.081e+08
2539,80000000,5.504e+07
9297,75000000,1.402e+08
3172,75000000,6.763e+07
6520,55000000,1.276e+08
37958,75000000,2.269e+08
2026,52000000,7.794e+07
7450,75000000,3.675e+07
11375,75000000,5.114e+07
9425,75000000,1.457e+07
23685,75000000,5.410e+06
11866,45000000,2.101e+07
9741,75000000,2.481e+08
211672,74000000,1.157e+09
23629,82000000,8.979e+07
8688,73000000,1.039e+08
10153,75000000,1.310e+07
153518,73000000,3.498e+08
8676,70000000,1.112e+08
20829,75000000,6.146e+07
4349,70000000,8.666e+07
9718,72500000,1.630e+08
10808,70000000,1.761e+08
197,72000000,2.100e+08
25,72000000,9.689e+07
35,75000000,5.271e+08
11086,72000000,3.732e+07
10477,94000000,5.474e+07
1997,74500000,6.217e+07
6947,60000000,2.567e+08
3050,71000000,2.945e+08
2675,72000000,4.082e+08
809,150000000,9.198e+08
920,120000000,4.620e+08
4806,70000000,3.095e+08
7451,70000000,2.774e+08
228165,74000000,3.116e+08
3595,80000000,3.095e+08
16869,70000000,3.191e+08
879,70000000,3.009e+08
1573,70000000,2.400e+08
9257,80000000,1.166e+08
1903,68000000,2.034e+08
9697,75000000,4.229e+07
395,70000000,1.712e+08
23398,75000000,4.431e+08
10590,75000000,1.147e+08
117263,70000000,1.610e+08
200,70000000,1.180e+08
44943,70000000,2.025e+08
587,70000000,1.229e+08
57212,66000000,1.776e+08
152760,70000000,1.550e+08
2756,70000000,9.000e+07
33909,70000000,1.347e+08
49017,70000000,2.155e+08
9882,70000000,1.167e+08
2270,70000000,1.356e+08
978,70000000,1.315e+08
44564,70000000,6.711e+07
3132,70000000,6.598e+07
8814,60000000,5.599e+07
8427,70000000,3.356e+07
52520,70000000,1.601e+08
80585,75000000,5.942e+07
10592,70000000,3.229e+07
49021,66000000,5.778e+07
10550,70000000,1.992e+07
11258,70000000,1.987e+07
12610,75000000,1.360e+07
59981,70000000,1.866e+07
201088,70000000,1.775e+07
5137,70000000,5.796e+07
3093,70000000,3.863e+07
107846,50000000,1.229e+08
188207,70000000,6.128e+07
4614,68000000,1.930e+08
24021,68000000,6.985e+08
11371,68000000,7.107e+07
20352,69000000,5.435e+08
11517,60000000,3.543e+07
214756,68000000,2.170e+08
26428,70000000,3.904e+07
9824,68000000,2.976e+07
48988,36000000,8.316e+07
9008,90000000,6.029e+07
300673,80000000,5.210e+07
12113,70000000,1.133e+08
38778,69000000,8.639e+07
72331,69000000,1.123e+08
1844,66000000,2.124e+08
846,66000000,1.892e+08
9703,67000000,2.530e+07
857,70000000,4.818e+08
136797,66000000,2.033e+08
3981,70000000,3.741e+08
425,59000000,3.833e+08
6171,68000000,7.572e+07
72976,65000000,2.753e+08
603,63000000,4.635e+08
568,52000000,3.552e+08
9021,65000000,1.729e+08
82695,61000000,4.418e+08
9489,65000000,2.508e+08
12133,65000000,1.281e+08
9342,95000000,2.503e+08
41733,65000000,2.118e+08
227306,65000000,1.634e+08
5551,65000000,1.289e+08
9350,70000000,2.550e+08
9208,50000000,1.503e+08
4244,65000000,6.970e+07
1852,63000000,1.629e+08
76493,65000000,1.794e+08
345,65000000,1.621e+08
196867,65000000,1.338e+08
256591,50100000,1.540e+08
59962,65000000,1.570e+08
36648,65000000,1.289e+08
1880,4200000,3.838e+07
71679,65000000,2.402e+08
10483,45000000,7.376e+07
11412,65000000,8.946e+07
6795,65000000,6.432e+07
550,63000000,1.009e+08
11170,65000000,4.355e+07
9292,65000000,1.722e+07
100241,65000000,7.115e+07
257,50000000,4.209e+07
9947,43000000,5.668e+07
189,65000000,3.941e+07
12618,64000000,7.461e+07
253412,55000000,2.034e+08
1427,50000000,1.322e+08
818,63000000,2.967e+08
16577,65000000,4.409e+07
329,63000000,9.201e+08
12160,63000000,2.505e+07
9331,62000000,2.159e+08
300168,65000000,1.215e+08
9072,64000000,1.016e+08
3536,62000000,1.277e+08
9087,62000000,1.079e+08
12177,62000000,4.182e+07
12138,62000000,1.872e+07
273248,44000000,1.558e+08
50359,63000000,1.840e+08
1271,65000000,4.226e+08
693,80000000,5.166e+08
14306,60000000,2.441e+08
497,60000000,2.846e+08
9982,150000000,3.144e+08
210577,61000000,3.693e+08
2501,60000000,2.140e+08
710,58000000,3.522e+08
2275,60000000,1.497e+08
37165,60000000,2.641e+08
9837,70000000,2.186e+08
10708,60000000,1.644e+08
136400,61000000,1.319e+08
10992,60000000,9.338e+07
9654,60000000,1.761e+08
2642,60000000,9.335e+07
8916,60000000,1.718e+08
19899,70000000,1.718e+08
2119,60000000,1.579e+08
9641,60000000,1.292e+08
294254,61000000,3.113e+08
38167,60000000,2.046e+08
39514,58000000,7.166e+07
9563,55000000,1.002e+08
547,60000000,1.869e+08
1538,65000000,2.178e+08
9334,60000000,1.653e+08
11128,60000000,7.454e+07
75780,60000000,2.183e+08
8914,60000000,7.365e+07
39538,60000000,1.376e+08
14836,60000000,1.246e+08
8645,60000000,1.634e+08
9509,70000000,1.303e+08
10067,50000000,6.111e+07
9384,60000000,1.703e+08
9279,60000000,1.298e+08
1487,66000000,9.932e+07
9422,70000000,5.670e+07
77174,60000000,1.071e+08
4824,60000000,1.593e+08
9620,60000000,9.627e+07
10199,60000000,5.088e+07
3512,60000000,1.043e+08
137094,60000000,5.055e+07
274479,60000000,1.011e+08
267860,60000000,2.058e+08
8078,70000000,1.620e+08
7485,61000000,9.570e+07
170687,60000000,1.083e+08
6435,75000000,4.668e+07
137106,60000000,4.692e+08
6278,60000000,4.306e+07
82682,60000000,1.052e+08
17610,60000000,6.236e+07
22954,60000000,1.222e+08
16995,60000000,8.778e+07
16558,78146652,6.000e+07
9849,65000000,3.685e+07
5820,60000000,7.792e+07
16866,70000000,1.049e+08
201,60000000,6.731e+07
11775,60000000,1.199e+08
12201,80000000,7.490e+07
11015,60000000,3.396e+07
9932,60000000,5.500e+07
13389,60000000,7.317e+07
17332,60000000,3.172e+07
4958,80000000,3.946e+07
786,60000000,4.738e+07
11679,60000000,7.107e+07
38321,60000000,7.831e+07
14411,60000000,2.629e+07
8413,60000000,2.667e+07
10052,60000000,5.232e+07
9676,50000000,4.911e+07
9664,60000000,1.780e+07
2100,72000000,2.764e+07
10384,90000000,1.483e+07
137321,60000000,3.080e+07
123553,60000000,9.057e+07
11260,60000000,5.065e+07
9009,30000000,2.547e+07
2309,60000000,5.749e+07
8285,60000000,3.903e+07
210860,60000000,3.042e+07
381902,68490000,1.937e+08
13922,80000000,1.017e+07
293660,58000000,7.831e+08
190859,58800000,5.423e+08
257445,58000000,1.582e+08
9007,58000000,1.029e+08
889,83000000,5.947e+07
1370,63000000,1.890e+08
4942,58000000,4.130e+07
24438,58000000,8.528e+07
116741,58000000,4.400e+07
35791,60000000,3.002e+08
72431,58000000,5.037e+07
1813,57000000,1.529e+08
87428,70000000,5.806e+07
8840,57000000,1.153e+08
10589,60000000,6.135e+07
71676,57000000,1.492e+08
1722,57000000,6.211e+07
10022,56000000,1.130e+08
11358,56000000,5.722e+07
13,55000000,6.779e+08
6477,60000000,3.614e+08
1597,55000000,3.304e+08
10530,55000000,3.461e+08
1924,55000000,3.002e+08
9327,54000000,1.288e+08
8488,70000000,3.681e+08
8273,55000000,2.314e+08
109424,55000000,9.500e+07
35056,55000000,1.523e+08
8839,50000000,2.879e+08
156022,55000000,1.923e+08
7303,55000000,1.549e+08
8963,53000000,1.574e+08
1402,55000000,3.071e+08
9315,55000000,2.234e+08
8984,55000000,2.140e+08
795,55000000,1.987e+08
24,30000000,1.809e+08
393,30000000,1.522e+08
9618,55000000,6.341e+07
9374,55000000,1.490e+08
8584,55000000,5.693e+07
2320,55000000,1.220e+08
58224,55000000,1.874e+08
1729,55000000,1.279e+08
175574,55000000,1.100e+08
8077,50000000,1.598e+08
8818,55000000,1.410e+08
8195,55000000,4.161e+07
10586,50000000,7.500e+07
116149,55000000,2.592e+08
80035,68000000,6.827e+07
10632,55000000,3.423e+07
1792,55000000,3.383e+07
72197,60000000,1.183e+08
3580,55000000,1.130e+08
12123,50000000,6.021e+07
9566,55000000,1.863e+07
9833,70000000,1.546e+08
4517,55000000,7.424e+07
8202,62000000,5.230e+07
16072,56000000,1.292e+07
34314,55000000,1.147e+07
145220,50000000,8.038e+07
14623,57000000,2.828e+07
42297,55000000,8.952e+07
802,2000000,9.250e+06
10375,55000000,6.416e+06
36586,54000000,1.550e+08
11321,55000000,1.682e+08
70074,55000000,9.490e+06
242,54000000,1.368e+08
9621,57000000,5.203e+07
1819,54000000,1.304e+08
8536,54000000,1.905e+08
8046,54000000,7.266e+06
1717,55000000,9.451e+06
479,46000000,1.072e+08
9444,53000000,1.398e+08
824,52500000,1.792e+08
11456,75000000,5.425e+07
261023,53000000,9.884e+07
3683,90000000,6.590e+07
22803,53000000,1.267e+08
285923,67000000,2.504e+07
640,52000000,3.521e+08
97630,40000000,1.328e+08
9767,52000000,2.050e+08
11631,52000000,6.098e+08
32856,52000000,2.165e+08
6519,50000000,1.108e+08
8741,52000000,9.813e+07
49520,52000000,7.545e+07
1850,82000000,4.743e+07
524,52000000,1.161e+08
26389,52000000,5.283e+07
2123,51000000,1.493e+08
9907,51000000,7.278e+07
18239,50000000,7.098e+08
808,60000000,4.844e+08
38050,50200000,1.279e+08
8367,48000000,3.905e+08
9390,50000000,2.736e+08
72105,50000000,5.494e+08
2898,50000000,3.142e+08
10312,50000000,2.023e+08
109443,50000000,1.736e+08
2022,50000000,1.713e+08
37686,50000000,2.601e+08
462,52000000,2.563e+08
9919,50000000,1.774e+08
187017,50000000,1.884e+08
628,60000000,2.237e+08
10201,70000000,2.260e+08
302699,50000000,2.170e+08
274167,50000000,2.428e+08
224141,50000000,2.129e+08
388,45000000,1.844e+08
2112,90000000,1.616e+08
10329,50000000,1.520e+08
74465,50000000,1.201e+08
13811,50000000,1.554e+08
6877,50000000,8.872e+07
10320,50000000,1.615e+08
50646,50000000,1.429e+08
8920,50000000,2.008e+08
60308,50000000,1.102e+08
6950,50000000,1.899e+08
225574,50000000,2.228e+08
13836,50000000,1.063e+08
752,54000000,1.325e+08
6038,50000000,8.832e+07
9975,50000000,6.983e+07
11451,50000000,6.600e+07
12103,50000000,1.000e+08
60304,50000000,2.248e+08
2251,50000000,1.191e+08
46529,50000000,1.445e+08
231,50000000,9.400e+07
300671,50000000,6.941e+07
228326,50000000,9.744e+07
9754,45000000,8.280e+07
66,50000000,5.007e+07
4421,50000000,4.817e+07
2649,50000000,1.094e+08
588,50000000,9.761e+07
71552,50000000,2.350e+08
9631,50000000,4.455e+07
216282,50000000,1.606e+08
306,50000000,1.192e+08
928,50000000,4.148e+07
205587,50000000,8.372e+07
1577,45000000,1.294e+08
9801,50000000,4.020e+07
2116,50000000,5.550e+07
9624,50000000,4.900e+07
14199,50000000,6.943e+07
1907,40000000,1.441e+08
4599,50000000,4.972e+07
22832,40000000,6.046e+07
9879,50000000,1.133e+08
38579,50000000,8.376e+07
44603,50000000,1.052e+08
11892,50000000,5.671e+07
9691,50000000,3.030e+07
1248,50000000,8.217e+07
12220,50000000,5.890e+07
72710,44000000,6.333e+07
10782,50000000,4.279e+07
9573,50000000,2.620e+07
4959,50000000,6.016e+07
10061,50000000,4.228e+07
10386,70000000,2.316e+07
421,50000000,3.481e+07
316152,50000000,2.504e+07
11615,50000000,3.896e+07
241554,50000000,7.156e+07
2252,51500000,5.511e+07
11968,50000000,4.443e+07
10047,60000000,6.698e+07
38319,49900000,2.612e+07
69668,50000000,3.850e+07
9770,50000000,1.054e+07
11212,50000000,1.667e+07
10533,50000000,1.038e+07
38363,22000000,2.419e+07
9923,50000000,2.294e+07
11863,50000000,9.852e+06
18501,50000000,4.083e+07
109491,60000000,6.005e+07
329833,50000000,5.597e+07
12634,50000000,6.809e+06
47327,50000000,2.893e+07
15268,50000000,1.276e+07
10796,49000000,7.270e+07
9548,49000000,2.042e+07
18947,50000000,3.635e+07
1900,48000000,2.075e+08
89,48000000,4.742e+08
198184,49000000,1.044e+08
9481,73000000,1.515e+08
4547,48000000,1.964e+08
6415,75000000,1.080e+08
181283,50000000,3.324e+06
9896,48000000,8.550e+07
167,48000000,5.032e+07
1636,48000000,9.038e+07
2148,58000000,2.593e+07
5176,55000000,7.002e+07
260346,48000000,3.258e+08
1389,48000000,7.775e+07
9894,47000000,1.028e+08
8592,47000000,1.037e+08
913,48000000,1.243e+08
11091,48000000,3.574e+07
1368,15000000,1.252e+08
5393,47000000,3.809e+07
9095,47000000,1.238e+07
8874,38000000,2.993e+08
320,46000000,1.137e+08
199,46000000,1.500e+08
20533,47000000,1.054e+07
10684,46000000,1.009e+08
1624,45000000,1.810e+08
325789,25000000,1.544e+07
113464,46000000,5.200e+06
888,46000000,3.416e+08
82675,45000000,3.761e+08
4256,48000000,2.207e+08
1493,45000000,2.120e+08
88751,45000000,1.017e+08
11130,40000000,9.515e+07
9944,45000000,1.953e+08
10731,45000000,1.176e+08
7350,45000000,1.754e+08
9869,45000000,1.781e+08
4379,43000000,1.547e+08
146233,46000000,1.221e+08
2034,45000000,1.049e+08
926,45000000,9.068e+07
4248,45000000,1.412e+08
64328,45000000,1.652e+08
36647,45000000,1.312e+08
7214,30000000,7.667e+07
1537,45000000,9.494e+07
9360,45000000,1.369e+08
6282,45000000,1.139e+08
508,40000000,2.449e+08
9487,120000000,3.633e+08
768,35000000,7.456e+07
2636,45000000,1.704e+08
10478,45000000,5.385e+07
9981,45000000,5.607e+07
7453,50000000,1.045e+08
7737,45000000,1.484e+08
232672,40000000,1.235e+08
17379,45000000,3.840e+07
82525,45000000,8.297e+07
9759,25000000,5.642e+07
9486,40000000,1.606e+08
