id,budget,revenue
9906,50000000,5.518e+07
841,40000000,3.093e+07
4148,35000000,7.523e+07
2207,55000000,6.566e+07
9381,70000000,7.211e+07
20856,45000000,5.788e+07
5955,35000000,2.940e+07
9899,45000000,3.806e+07
9826,45000000,1.730e+07
10858,44000000,1.368e+07
11439,45000000,6.022e+07
9457,45000000,1.120e+07
12412,45000000,9.324e+06
13184,45000000,4.249e+07
2185,40000000,8.494e+06
6639,45000000,4.608e+06
38153,45000000,2.155e+06
58233,45000000,1.601e+08
116977,65000000,7.371e+04
68734,44500000,2.323e+08
5503,44000000,3.689e+08
27573,40000000,1.360e+08
819,44000000,1.656e+08
1369,44000000,3.004e+08
10895,2600000,8.430e+07
10935,44000000,3.484e+06
834,50000000,1.113e+08
228066,40000000,3.423e+07
711,43000000,8.005e+07
10027,45000000,5.087e+07
11812,43000000,6.870e+07
37233,42000000,2.702e+08
37950,44000000,4.819e+07
27582,40000000,5.107e+07
64688,42000000,2.016e+08
509,42000000,3.639e+08
7443,45000000,2.248e+08
5966,42000000,1.720e+08
11066,40000000,7.010e+07
136795,43000000,1.587e+08
8095,31115000,7.100e+07
11560,42000000,6.378e+07
2637,32000000,5.516e+07
709,32000000,1.562e+08
49730,42000000,8.916e+07
2749,60000000,5.636e+07
9607,48000000,2.092e+07
1830,42000000,2.413e+07
79,31000000,1.774e+08
54054,40000000,3.689e+07
228967,44000000,1.234e+07
46528,42000000,1.109e+07
27936,33000000,1.400e+07
65,41000000,2.150e+08
9476,65000000,1.175e+08
745,40000000,6.728e+08
49527,42000000,4.622e+07
73937,41000000,7.448e+06
1885,8000000,9.082e+07
168672,40000000,2.512e+08
18240,40000000,3.174e+08
10398,70000000,1.778e+08
165,40000000,3.320e+08
240832,40000000,1.265e+08
216015,40000000,5.710e+08
12279,38000000,1.970e+08
1645,40000000,1.523e+08
11007,40000000,1.902e+08
193756,40000000,1.493e+08
11287,40000000,1.075e+08
259693,40000000,3.202e+08
37799,40000000,2.249e+08
10184,40000000,1.773e+08
4257,45000000,1.783e+08
4234,40000000,1.618e+08
196,40000000,2.445e+08
257091,40000000,1.118e+08
6114,40000000,2.159e+08
24803,40000000,1.295e+08
109410,40000000,9.502e+07
1213,40000000,1.288e+08
100042,40000000,1.698e+08
9036,40000000,1.205e+08
257211,35000000,1.946e+08
323675,40000000,1.248e+08
9361,40000000,7.551e+07
1677,40000000,1.247e+08
187,40000000,1.587e+08
7461,40000000,1.512e+08
16538,41000000,9.164e+07
9889,40000000,1.411e+08
820,40000000,2.054e+08
11565,40000000,1.383e+08
6073,57000000,1.478e+08
16996,20000000,1.363e+08
193610,40000000,1.968e+08
19912,40000000,1.862e+08
296098,40000000,1.655e+08
8007,40000000,9.175e+07
32823,40000000,9.003e+07
4380,50000000,1.701e+08
11551,40000000,5.468e+07
10336,40000000,8.784e+07
11362,35000000,7.540e+07
50348,40000000,8.541e+07
48138,30000000,1.308e+08
1124,40000000,1.097e+08
227159,42000000,1.077e+08
68179,40000000,7.460e+07
1579,40000000,1.202e+08
708,40000000,1.912e+08
34851,40000000,1.262e+08
1586,40000000,9.291e+07
2044,40000000,1.148e+08
9913,43000000,9.197e+07
10761,40000000,8.460e+07
209451,40000000,6.735e+07
11975,40000000,4.592e+07
4970,40000000,1.416e+08
11831,36000000,7.400e+07
440,40000000,4.180e+07
11172,40000000,1.459e+08
39513,40000000,9.755e+07
82687,40000000,4.186e+07
41446,40000000,9.714e+07
8224,40000000,9.662e+07
10537,38000000,3.442e+07
225886,40000000,1.261e+08
10385,40000000,3.604e+07
55779,47000000,1.579e+08
10647,40000000,5.571e+07
11431,30000000,5.045e+07
8850,25000000,4.806e+07
64685,40000000,5.525e+07
38357,40000000,5.879e+07
10060,40000000,4.644e+07
11398,40000000,3.020e+07
1833,40000000,3.167e+07
8970,75000000,2.900e+07
9306,40000000,4.963e+07
11370,40000000,2.705e+07
1921,40000000,6.575e+07
1683,40000000,6.277e+07
203,500000,3.000e+06
11858,40000000,2.433e+07
62835,40000000,6.097e+07
18937,40000000,3.817e+07
13536,40000000,2.243e+07
10718,40000000,4.655e+07
10802,45000000,2.035e+07
1887,40000000,6.047e+07
10461,63600000,1.941e+07
80278,42000000,1.803e+08
12704,55000000,1.438e+07
10315,40000000,4.647e+07
16643,40000000,1.687e+07
2687,40000000,1.436e+07
194,10000000,1.739e+08
8849,60000000,1.340e+07
78698,40000000,2.472e+07
30943,38000000,2.812e+07
9544,40000000,1.890e+07
24418,40000000,2.817e+07
7288,40000000,1.932e+07
10366,45000000,1.067e+07
19898,33000000,2.065e+07
15074,40000000,1.096e+07
1272,50000000,3.202e+07
72358,40000000,2.204e+07
266396,40000000,1.364e+07
9978,40000000,2.394e+07
8271,20000000,1.178e+08
10428,20000000,7.564e+06
110415,39200000,8.676e+07
9495,15000000,9.400e+07
256040,40000000,1.000e+08
24420,39000000,1.012e+08
62214,39000000,3.529e+07
16320,39000000,3.887e+07
8842,39000000,6.614e+06
9531,39000000,7.585e+07
64807,40000000,4.491e+07
12289,80341000,1.278e+08
11529,30000000,1.806e+08
20943,38000000,2.053e+08
9488,38000000,1.197e+08
193,38000000,1.200e+08
44865,3860000,6.408e+07
55787,38000000,1.142e+08
10400,50000000,7.396e+07
1957,38000000,5.180e+07
256961,38000000,1.076e+08
5852,53000000,2.970e+07
622,38000000,5.840e+07
11306,38000000,1.738e+07
12508,57000000,1.699e+07
25793,10000000,4.754e+07
10534,38000000,1.030e+07
1091,15000000,1.963e+07
87421,38000000,9.834e+07
10871,37000000,6.482e+06
13600,55000000,1.787e+07
68722,32000000,2.826e+07
14324,38000000,5.411e+06
14325,40000000,9.793e+06
299687,38000000,1.099e+08
312221,37000000,1.736e+08
23168,37000000,1.540e+08
76494,40000000,7.970e+07
4944,37000000,1.637e+08
10488,37000000,1.001e+08
96721,38000000,9.025e+07
334,37000000,4.845e+07
23742,30000000,5.558e+07
259694,38000000,1.123e+08
62837,37000000,9.540e+07
8966,37000000,3.926e+08
8470,36000000,1.022e+08
11001,65000000,1.178e+08
138832,37000000,2.700e+08
16911,36500000,2.183e+07
2163,36000000,5.016e+07
36670,36000000,1.600e+08
23048,36000000,6.457e+07
227735,36000000,5.242e+07
2155,42000000,3.217e+07
8409,36000000,4.435e+07
222936,37000000,2.625e+07
48171,37000000,9.605e+07
782,36000000,1.253e+07
75531,36000000,3.003e+06
11802,37000000,6.380e+07
18785,35000000,4.593e+08
365222,36000000,1.568e+08
817,33000000,3.109e+08
268,35000000,4.113e+08
943,35000000,3.217e+08
22881,29000000,3.092e+08
10054,35000000,1.479e+08
51540,35000000,1.170e+08
44264,38000000,2.523e+08
350,35000000,3.266e+08
152,35000000,1.390e+08
109431,35000000,1.740e+08
1598,35000000,1.823e+08
8065,35000000,6.982e+07
271718,35000000,1.408e+08
11638,35000000,6.892e+07
409,27000000,2.320e+08
2118,35000000,1.262e+08
11459,35000000,8.637e+07
9348,35000000,1.134e+08
377,1800000,2.550e+07
8843,33000000,1.042e+08
39486,35000000,6.025e+07
1273,34000000,9.561e+07
13920,32000000,5.228e+07
50544,35000000,1.505e+08
325133,35000000,1.088e+08
140823,35000000,1.125e+08
1883,34000000,4.817e+07
89492,35000000,8.806e+07
22949,35000000,9.222e+07
12437,35000000,9.135e+07
2959,35000000,6.931e+07
11648,30000000,5.841e+07
9366,35000000,4.195e+07
1576,33000000,1.030e+08
609,10700000,1.222e+08
13051,35000000,8.542e+07
49530,40000000,1.739e+08
34806,35000000,7.748e+07
49022,35000000,5.990e+07
23479,35000000,3.532e+07
11667,35000000,9.942e+07
423,35000000,1.201e+08
10066,40000000,6.877e+07
2288,27000000,1.155e+08
88794,35000000,8.461e+07
13515,35000000,7.244e+07
11979,35000000,4.548e+07
169,35000000,5.712e+07
8090,35000000,3.248e+07
11622,35000000,4.026e+07
3604,35000000,2.711e+07
9541,35000000,3.610e+07
94348,45000000,3.035e+07
8197,35000000,2.511e+07
336004,8900000,4.100e+06
35019,35000000,9.325e+07
8836,30000000,6.837e+07
14442,31000000,2.739e+07
321741,35000000,5.036e+07
59965,35000000,8.209e+07
14175,35000000,1.948e+07
11918,35000000,2.587e+07
98357,56000000,1.970e+07
10012,35000000,1.929e+07
49526,35000000,3.108e+07
268920,35000000,5.168e+07
9093,35000000,2.988e+07
119283,35000000,4.622e+07
11823,31000000,4.151e+07
35169,35000000,3.934e+07
849,27000000,1.652e+07
4515,35000000,6.322e+07
6575,35000000,1.832e+07
13496,35000000,1.368e+07
18320,35000000,2.741e+07
22787,40000000,1.221e+07
8967,32000000,5.467e+07
144336,35000000,1.751e+07
9616,35000000,1.156e+07
13056,20500000,1.009e+07
14113,35000000,1.251e+07
285783,35000000,6.118e+07
9726,35000000,4.206e+07
20763,35000000,4.652e+06
9280,35000000,1.684e+07
11876,35000000,1.500e+07
22267,38000000,6.351e+05
1969,35000000,1.050e+07
198663,34000000,3.483e+08
239573,35000000,1.443e+07
10436,34000000,3.226e+07
1381,35000000,1.530e+07
2162,70000000,1.126e+07
127493,35000000,2.107e+06
12429,41677699,1.875e+08
228205,34000000,6.301e+07
2900,75000000,1.960e+07
192136,35000000,2.733e+07
18254,32000000,4.038e+07
881,40000000,2.432e+08
10877,50000000,7.996e+07
9600,30000000,1.740e+08
71469,30000000,6.463e+07
85446,33000000,1.405e+08
326,33000000,6.202e+07
7220,33000000,5.470e+07
9763,30000000,2.761e+07
72387,30000000,4.035e+07
1892,32350000,5.727e+08
13460,30000000,2.221e+07
8055,32000000,1.130e+08
50647,35000000,2.416e+07
10719,32000000,1.734e+08
9294,32000000,1.520e+08
9353,32000000,8.020e+07
55721,32500000,2.884e+08
109414,32000000,1.260e+08
10307,29000000,5.004e+07
11978,32000000,4.881e+07
22907,32000000,6.906e+07
87567,35000000,2.182e+07
38322,32000000,8.362e+07
45612,32000000,1.473e+08
7305,32000000,3.673e+07
3594,30000000,7.757e+07
157841,33000000,9.495e+06
11519,35000000,3.176e+07
59,32000000,6.074e+07
9335,32000000,8.517e+07
12106,32000000,1.855e+07
11141,28000000,3.002e+07
31867,32000000,1.841e+07
10253,70000000,5.359e+07
124459,30000000,2.744e+07
24662,32000000,3.567e+06
182,32000000,5.915e+06
28,31500000,8.946e+07
38073,32000000,4.205e+07
302156,31500000,1.471e+07
606,31000000,1.285e+08
87502,31000000,1.618e+08
698,34000000,2.103e+08
120467,30000000,1.746e+08
11313,31000000,2.419e+07
6488,31000000,5.321e+07
10559,31000000,6.811e+07
296099,31000000,1.044e+08
8012,30250000,1.151e+08
1574,45000000,3.068e+08
9032,34200000,2.348e+08
2770,30000000,2.876e+08
862,30000000,3.736e+08
1637,30000000,3.504e+08
72570,30000000,1.961e+08
27569,31000000,1.513e+07
10637,30000000,1.367e+08
1669,30000000,1.992e+08
132363,25000000,1.159e+08
9472,20000000,1.677e+08
2907,30000000,1.915e+08
9273,30000000,2.124e+08
9880,37000000,1.653e+08
2925,26000000,1.164e+08
807,33000000,3.273e+08
17654,30000000,2.108e+08
11836,30000000,1.402e+08
322,25000000,1.568e+08
70,30000000,2.168e+08
9535,80000000,1.769e+08
11036,29000000,1.156e+08
6557,30000000,1.603e+08
18126,35000000,1.555e+08
16340,30,1.030e+02
10333,30000000,7.479e+07
4476,30000000,1.606e+08
22947,25000000,1.637e+08
2755,30000000,1.058e+08
82654,35000000,1.170e+08
59967,30000000,4.704e+07
9598,30000000,2.541e+08
82696,30000000,1.143e+08
9870,30000000,1.052e+08
8292,45000000,9.237e+07
8780,30000000,6.383e+07
10521,30000000,1.147e+08
10762,19000000,6.963e+07
10096,37000000,9.646e+07
59436,30000000,1.511e+08
4133,53000000,8.328e+07
10207,80000000,1.189e+08
172,30000000,7.020e+07
36593,30000000,5.113e+07
707,30000000,1.524e+08
533,30000000,1.925e+08
6023,30000000,1.568e+08
6439,30000000,9.377e+07
4347,30000000,1.293e+08
4105,30000000,4.589e+07
76489,30000000,5.482e+07
3933,40000000,1.172e+08
273481,30000000,8.403e+07
307081,30000000,9.171e+07
16871,30000000,9.081e+07
293863,25000000,6.566e+07
41233,30000000,1.593e+08
9266,25000000,5.184e+07
1262,30000000,5.365e+07
4513,30000000,7.551e+07
22970,30000000,6.649e+07
7278,30000000,8.465e+07
9013,30000000,3.841e+07
865,27000000,3.812e+07
10776,25000000,3.875e+07
50456,30000000,6.378e+07
9823,30000000,5.138e+07
59861,30000000,3.616e+07
133805,30000000,8.239e+07
12763,30000000,3.474e+07
9766,30000000,4.148e+07
12244,30000000,4.843e+07
109421,30000000,6.337e+07
51162,30000000,1.446e+07
10152,19000000,3.927e+07
9452,30000000,2.920e+07
9271,30000000,2.405e+07
48340,30000000,1.086e+08
14846,35000000,2.203e+07
72207,30000000,5.391e+07
16232,30000000,2.180e+07
43539,30000000,5.115e+07
9920,30000000,3.107e+07
8978,30000000,3.529e+07
11702,30000000,1.920e+07
18550,25000000,1.719e+07
43347,30000000,1.028e+08
3489,30000000,1.693e+07
9701,35000000,2.522e+07
2122,40000000,2.616e+07
10658,37000000,3.796e+07
13150,30000000,3.115e+07
9042,30000000,1.501e+07
17813,30000000,1.537e+07
11208,30000000,1.300e+07
58151,17000000,2.492e+07
11400,30000000,3.054e+07
11058,25000000,3.011e+07
14844,23000000,1.200e+01
57089,30000000,1.352e+07
1947,30000000,1.862e+07
8054,30000000,6.435e+07
46829,30000000,8.454e+06
146238,30000000,6.262e+07
9989,30000000,1.820e+07
9665,18000000,2.683e+07
13967,30000000,3.508e+07
9053,21000000,4.803e+05
4512,30000000,1.471e+07
76349,30000000,1.083e+05
45610,30000000,2.528e+06
223702,19000000,1.408e+08
254470,29000000,2.875e+08
69,28000000,1.864e+08
4967,30000000,3.704e+07
4912,30000000,3.301e+07
12771,29000000,1.693e+07
323676,29000000,7.864e+07
11249,12000000,2.483e+07
9667,29000000,2.113e+07
812,28000000,5.041e+08
277216,28000000,2.016e+08
87,28000000,3.330e+08
14444,30000000,1.005e+08
2043,60000000,1.052e+08
315664,29000000,4.890e+07
1428,29000000,9.819e+07
562,28000000,1.408e+08
15373,28000000,9.238e+07
318846,28000000,1.333e+08
14292,28000000,6.445e+07
924,28000000,1.024e+08
2018,35000000,9.473e+07
192577,30000000,1.714e+07
9428,21000000,7.144e+07
2832,30000000,9.026e+07
137093,28000000,1.344e+08
699,28000000,1.953e+08
9778,28000000,7.752e+07
8831,27000000,1.016e+08
9398,28000000,6.078e+07
112949,28000000,9.759e+07
10439,28000000,3.951e+07
3638,28000000,9.260e+07
23483,28000000,9.619e+07
62206,28000000,4.055e+07
10577,28000000,3.300e+07
218778,28000000,1.007e+08
4348,28000000,1.211e+08
78,28000000,3.314e+07
11780,28000000,3.160e+07
192102,28000000,5.260e+07
2001,21000000,5.493e+07
11516,35866397,2.022e+07
10025,28000000,3.816e+07
15198,28000000,8.888e+06
23172,28000000,4.524e+07
17834,28000000,8.345e+06
10016,28000000,1.401e+07
10317,28000000,7.002e+06
58431,28000000,1.637e+07
9746,28000000,5.685e+06
13092,27000000,1.729e+07
59859,28000000,6.070e+07
13495,24000000,2.332e+07
254473,28000000,6.890e+07
700,27500000,1.875e+08
4964,30000000,2.191e+08
10024,30000000,9.571e+07
13490,35000000,4.365e+07
15927,8000000,2.719e+07
1259,15000000,4.947e+07
5125,27500000,2.475e+07
174,27000000,9.690e+07
9437,27000000,6.053e+07
525,27000000,1.152e+08
10188,27000000,4.435e+07
245,27000000,1.290e+08
9825,27000000,5.687e+07
186,27000000,5.631e+07
9549,27000000,2.150e+07
61891,30000000,1.540e+07
34584,27000000,2.016e+07
2666,27000000,2.720e+07
13155,25000000,1.114e+07
42807,27000000,7.600e+07
28355,27000000,2.900e+07
8080,27000000,1.300e+07
56288,27000000,8.556e+07
303858,27000000,9.328e+07
1613,28,1.400e+01
16617,27000000,2.115e+07
8944,25000000,6.673e+06
14560,26000000,1.833e+08
10330,26000000,1.102e+08
6957,26000000,1.094e+08
1934,25000000,2.893e+08
169917,28000000,5.318e+07
951,15000000,2.020e+08
10189,27000000,1.016e+08
9454,26000000,6.571e+07
2055,22000000,6.830e+07
1551,26000000,6.149e+07
5902,22000000,5.075e+07
11460,26000000,5.789e+07
9358,26000000,9.043e+07
134,26000000,7.187e+07
22894,26000000,6.792e+07
134374,25000000,8.618e+07
15028,26000000,3.879e+07
7445,26000000,4.332e+07
17047,26000000,2.882e+07
62838,56000000,1.420e+08
2057,42000000,3.540e+07
70436,26000000,2.966e+07
16784,30000000,1.400e+07
8011,26000000,3.680e+07
36355,25530000,2.008e+07
238615,26000000,3.052e+07
1985,25000000,8.247e+07
615,30000000,6.119e+08
788,25000000,4.413e+08
380,25000000,4.128e+08
13223,33000000,2.700e+08
10523,25100000,2.951e+07
8681,25000000,2.268e+08
239571,26000000,3.593e+07
619,25000000,4.110e+08
424,22000000,3.214e+08
50014,25000000,1.243e+08
162903,28000000,8.555e+06
6466,30000000,1.149e+08
12589,25000000,8.094e+07
7191,25000000,1.708e+08
1497,25000000,7.800e+07
117,25000000,7.627e+07
6977,25000000,1.716e+08
168530,25000000,1.540e+08
634,25000000,2.819e+08
392,25000000,1.525e+08
10327,45000000,1.249e+08
88042,25000000,1.198e+08
41630,25000000,1.478e+08
11969,25000000,5.651e+07
2085,25000000,9.104e+07
794,2800000,6.092e+07
9286,25000000,1.177e+08
77877,25000000,9.936e+07
1265,60000000,1.376e+08
866,25000000,1.168e+08
75174,25000000,7.728e+07
11096,25000000,1.226e+08
8699,26000000,9.057e+07
769,25000000,4.684e+07
10923,28000000,5.880e+07
11283,25000000,1.225e+08
111,25000000,6.588e+07
746,23000000,4.398e+07
77866,25000000,6.310e+07
7345,25000000,7.721e+07
12277,25000000,4.160e+07
9779,25000000,3.905e+07
2140,25000000,6.444e+07
12620,25000000,7.044e+07
14177,25000000,3.635e+07
198185,25000000,3.831e+07
227156,25000000,6.698e+07
11351,17000000,6.310e+07
10030,25000000,5.919e+07
10623,25000000,5.649e+07
590,25000000,4.160e+07
9655,20000000,3.389e+07
1268,25000000,2.297e+08
11237,20000000,7.099e+07
190955,25500000,2.415e+06
5123,25000000,6.612e+07
4518,30000000,8.215e+07
11932,25000000,5.067e+07
11165,25485000,2.955e+07
6116,25000000,1.000e+08
57431,25000000,3.494e+07
278,25000000,2.834e+07
9290,21150000,3.944e+07
11543,27000000,2.502e+07
284536,25000000,3.917e+07
152737,25000000,7.419e+07
13374,25000000,2.765e+07
8976,30000000,4.289e+07
319888,23000000,4.615e+07
9469,25000000,2.157e+07
1909,25000000,2.220e+07
22971,25000000,1.150e+08
34813,25000000,2.358e+07
46261,25000000,3.699e+07
10431,25000000,4.045e+07
8051,25000000,1.700e+07
9352,25000000,2.080e+07
15487,25000000,1.543e+07
22825,30000000,3.333e+07
1831,25000000,2.436e+07
43931,25000000,1.983e+07
10591,25000000,3.041e+07
10861,25000000,5.170e+07
276907,25000000,4.297e+07
65055,28000000,1.013e+07
10397,25,1.300e+01
200505,25000000,2.883e+07
60309,25000000,1.548e+07
9787,25000000,1.341e+07
293646,25000000,2.490e+07
6978,25000000,1.100e+07
59440,25000000,2.306e+07
1770,28000000,1.690e+07
8988,25000000,1.121e+07
15992,25000000,1.072e+07
17707,25000000,1.300e+07
77883,14000000,8.545e+07
40001,25000000,1.007e+07
64639,25000000,1.032e+07
9903,25000000,1.177e+07
20766,32000000,2.764e+07
24264,25000000,5.778e+06
9067,25000000,4.064e+06
8338,25000000,1.984e+07
168705,25000000,2.405e+06
72113,25000000,2.760e+07
22256,25000000,7.774e+05
12404,25000000,2.336e+06
152742,13500000,1.926e+07
11699,25000000,1.059e+07
48034,25000000,4.853e+07
36696,25000000,6.500e+06
109091,25000000,7.101e+07
33157,25000000,3.052e+06
859,14000000,3.467e+07
83770,25000000,8.784e+06
168,24000000,1.330e+08
1246,24000000,1.557e+08
4233,24000000,1.724e+08
174751,25000000,1.397e+06
184098,24000000,7.018e+07
2069,41300000,1.064e+08
1788,8200000,8.004e+07
11635,24000000,8.706e+07
177,24000000,4.190e+07
3600,65000000,4.000e+07
2621,24000000,3.661e+07
10358,24000000,4.211e+07
10313,24000000,6.873e+07
13476,17000000,1.698e+07
10208,24000000,1.629e+07
24961,24000000,2.105e+07
20697,24000000,1.237e+07
20761,24000000,8.434e+06
70868,24000000,3.055e+07
43593,24000000,8.319e+07
40688,24000000,4.562e+06
26672,28000000,6.693e+05
41283,24000000,2.308e+07
4935,24000000,2.347e+08
19908,23600000,1.024e+08
10663,23000000,1.860e+08
1891,18000000,5.384e+08
9737,19000000,1.414e+08
37137,23000000,8.693e+07
9532,23000000,5.330e+07
10316,12500000,7.599e+07
2787,23000000,5.319e+07
152601,23000000,4.735e+07
10866,23000000,3.664e+07
227707,25000000,6.399e+03
21349,23000000,1.865e+07
70435,23000000,3.337e+07
580,23000000,5.188e+07
20024,23000000,1.083e+07
2453,23000000,7.435e+06
6973,23000000,2.954e+07
22215,23000000,9.366e+06
11632,23000000,1.612e+07
30596,23000000,5.838e+06
3021,25000000,9.468e+07
957,22700000,3.812e+07
256917,22500000,1.552e+07
251,22000000,5.050e+08
544,23000000,3.699e+08
11395,22000000,1.898e+08
14635,20000000,7.560e+07
13680,22000000,1.479e+08
688,24000000,1.820e+08
11090,22000000,8.477e+07
783,22000000,7.774e+07
228194,22000000,8.888e+07
1642,22000000,1.106e+08
10950,22000000,9.254e+07
235260,22000000,6.780e+07
277,22000000,9.571e+07
8999,22000000,5.748e+07
11323,22000000,3.542e+07
11453,22000000,2.240e+07
146239,26000000,5.116e+07
10878,22000000,1.935e+07
82650,22000000,7.711e+07
2294,22000000,3.379e+07
2176,30000000,2.362e+07
270487,22000000,6.365e+07
204082,22000000,4.306e+07
24100,22000000,1.356e+07
5550,22000000,1.070e+07
287948,25000000,7.263e+07
9075,21000000,2.619e+07
11661,22000000,1.771e+07
109513,2000000,1.440e+07
204922,22000000,1.545e+07
38985,22000000,1.200e+07
44113,22000000,9.480e+06
164457,22000000,1.540e+07
4566,25000000,9.299e+07
153158,22000000,2.400e+07
81836,17000000,7.324e+07
10724,18000000,7.069e+07
2196,9000000,4.600e+01
1499,21000000,4.200e+07
20857,32000000,4.022e+07
82693,21000000,2.057e+08
1646,21000000,4.117e+07
4108,21000000,4.393e+07
8456,20000000,4.163e+07
7341,21000000,1.776e+07
19255,17000000,1.490e+07
10187,21000000,1.760e+07
31005,21000000,1.001e+07
50780,21000000,9.708e+05
16363,35000000,6.970e+07
1946,15000000,2.857e+06
85,18000000,3.899e+08
772,18000000,3.590e+08
840,20000000,3.038e+08
9682,38000000,2.991e+07
96,20000000,3.000e+08
10678,20000000,1.327e+08
274,19000000,2.727e+08
8872,20000000,1.217e+08
16290,20000000,1.172e+08
579,20000000,1.879e+08
14405,20000000,1.493e+08
138843,13000000,3.180e+08
11637,32000000,9.792e+07
226486,20000000,1.005e+08
1584,35000000,1.313e+08
9312,18000000,1.222e+08
12153,37000000,1.131e+08
65057,20000000,1.772e+08
76203,20000000,1.870e+08
13497,20000000,5.759e+07
35688,20000000,6.007e+07
162,20000000,5.300e+07
296096,20000000,2.079e+08
1051,1800000,4.116e+07
376659,20000000,1.839e+08
10073,20000000,4.855e+07
16690,20000000,1.099e+08
273895,20000000,6.679e+07
14873,20000000,1.357e+08
8968,20000000,6.719e+07
9963,20000000,8.415e+07
15655,30000000,4.555e+07
21208,20000000,4.160e+07
272878,20000000,4.397e+07
9760,20000000,8.687e+07
314365,20000000,8.835e+07
13279,20000000,2.764e+07
1975,20000000,3.914e+07
33644,20000000,3.767e+07
9895,20000000,4.124e+07
9570,20000000,3.584e+07
27579,20000000,6.546e+07
16052,20000000,6.000e+07
40264,20000000,8.055e+07
1164,25000000,1.353e+08
239678,19800000,4.130e+07
14359,20000000,5.091e+07
3989,32000000,5.091e+07
76617,20000000,4.724e+07
4258,20000000,7.838e+07
20391,20000000,3.168e+07
10139,20000000,5.459e+07
335778,20000000,4.607e+07
9645,35000000,6.835e+07
55465,19000000,3.539e+07
617,20000000,6.720e+07
48289,20000000,4.564e+07
243,30000000,4.713e+07
8848,20000000,6.482e+07
38,20000000,7.226e+07
38303,20000000,3.201e+07
1266,20000000,6.557e+07
107985,20000000,4.609e+07
19901,20000000,5.142e+07
34016,20000000,4.978e+07
59860,20000000,1.742e+07
10069,9000000,2.711e+07
12819,20000000,3.930e+07
9954,20000000,3.760e+07
25132,40000000,2.897e+07
577,20000000,2.128e+07
328387,20000000,8.371e+07
12690,20000000,2.021e+07
539,806948,3.200e+07
13596,20000000,3.662e+07
226857,20000000,3.408e+07
47941,20000000,2.297e+06
526,20000000,1.843e+07
22796,20000000,1.825e+07
2355,20000000,2.222e+07
5915,15000000,5.626e+07
9842,20000000,1.781e+07
61012,20000000,5.230e+07
755,19000000,2.584e+07
9470,20000000,1.009e+08
7979,20000000,7.328e+07
470,20000000,6.043e+07
15644,20000000,1.661e+07
9582,20000000,1.743e+07
22074,20000000,1.744e+07
2428,20000000,1.547e+07
290751,19500000,3.485e+07
13805,25000000,1.411e+07
4597,20000000,2.294e+07
9414,20000000,1.380e+07
63492,20000000,3.043e+07
81796,20000000,3.220e+07
15092,20000000,3.456e+07
15005,20000000,1.339e+07
8198,30000000,2.767e+07
6963,20000000,1.248e+07
15070,20000000,1.240e+07
17134,20000000,1.728e+07
41402,20000000,2.415e+07
146198,20000000,1.264e+07
2639,20000000,1.069e+07
295964,20000000,3.661e+07
11835,20000000,1.697e+07
14396,20000000,1.034e+07
15673,20000000,1.134e+07
42618,8000000,2.000e+07
171274,20000000,1.111e+07
109417,20000000,1.655e+07
13948,20000000,7.000e+06
106747,12000000,1.501e+07
256962,20000000,6.420e+06
48231,15000000,2.746e+07
3509,8700000,7.660e+06
12142,20000000,1.044e+07
23367,20000000,5.211e+06
241239,20000000,1.201e+07
3902,20000000,4.001e+06
77948,20000000,1.686e+07
21755,20000000,5.531e+06
128,26500000,1.594e+08
16608,2000000,5.049e+06
32316,20000000,1.676e+06
7299,20000000,5.360e+06
13405,40000000,7.400e+06
314385,10000000,3.728e+06
10448,20000000,3.051e+05
43935,20000000,4.634e+06
44638,20000000,3.466e+05
199373,27220000,5.497e+06
581,22000000,4.242e+08
52449,20000000,2.162e+08
12150,19000000,1.109e+08
11247,19000000,7.007e+07
4232,14000000,1.730e+08
694,19000000,4.402e+07
105,19000000,3.811e+08
11377,19000000,4.085e+07
41210,19000000,4.983e+07
12090,18000000,1.016e+08
62630,19100000,5.728e+06
29427,20000000,5.496e+07
129,15000000,2.749e+08
2669,25000000,8.613e+06
13523,19000000,1.876e+07
25195,19000000,2.992e+07
17277,19000000,4.750e+06
50725,19000000,6.928e+06
73191,19000000,2.120e+06
10065,19000000,1.080e+08
2757,19000000,3.280e+07
11683,15000000,4.677e+07
1878,18500000,1.068e+07
23082,18500000,3.191e+07
195589,18000000,2.682e+08
854,23000000,3.516e+08
2280,18000000,1.517e+08
496,18000000,2.616e+08
8835,18000000,1.418e+08
157,18000000,8.700e+07
8643,19000000,1.442e+08
10402,17000000,6.554e+07
218043,16000000,1.968e+07
21301,18000000,6.507e+07
10147,23000000,7.649e+07
816,16500000,6.768e+07
302688,18000000,8.892e+07
60307,21000000,7.242e+07
106,18000000,9.824e+07
279,18000000,5.197e+07
10625,17000000,1.290e+08
5279,19800000,8.775e+07
10013,18000000,4.138e+07
194662,18000000,1.032e+08
160588,18000000,9.921e+07
9829,15000000,7.629e+07
10028,18000000,6.265e+07
790,1000000,2.138e+07
43959,18000000,4.709e+07
10364,18000000,2.491e+07
9610,18000000,1.000e+08
1578,18000000,2.300e+07
25643,18000000,3.613e+07
44115,18000000,3.569e+07
10560,18000000,1.720e+07
333348,17000000,2.400e+07
20483,18000000,1.670e+07
321697,30000000,3.444e+07
