date_time,close
2017-11-17 15:35:17,98.120
2017-11-17 15:40:04,98.180
2017-11-17 15:45:01,97.731
2017-11-17 15:50:55,97.740
2017-11-17 15:55:00,97.815
2017-11-17 16:00:30,98.020
2017-11-17 16:05:07,97.800
2017-11-17 16:10:08,97.840
2017-11-17 16:15:11,97.710
2017-11-17 16:20:29,97.760
2017-11-17 16:25:25,97.820
2017-11-17 16:30:53,97.950
2017-11-17 16:35:11,97.990
2017-11-17 16:40:44,98.060
2017-11-17 16:45:52,98.050
2017-11-17 16:50:37,98.110
2017-11-17 16:55:02,98.180
