date_time,close
2017-11-17 15:35:08,54.323
2017-11-17 15:40:00,54.320
2017-11-17 15:45:32,54.190
2017-11-17 15:50:07,54.170
2017-11-17 15:55:00,54.184
2017-11-17 16:00:30,54.265
2017-11-17 16:05:52,54.200
2017-11-17 16:10:22,54.155
2017-11-17 16:15:43,54.190
2017-11-17 16:20:07,54.205
2017-11-17 16:25:13,54.230
2017-11-17 16:30:04,54.220
2017-11-17 16:35:32,54.220
2017-11-17 16:40:09,54.280
2017-11-17 16:45:24,54.240
2017-11-17 16:50:28,54.170
2017-11-17 16:55:42,54.180
